項次,西元年,民國年,性別,年齡,死亡機率
7282,2048,137,總計,3歲,6E-05
7283,2048,137,男性,3歲,7E-05
7284,2048,137,女性,3歲,6E-05
7285,2048,137,總計,4歲,5E-05
7286,2048,137,男性,4歲,6E-05
7287,2048,137,女性,4歲,5E-05
7288,2048,137,總計,5歲,5E-05
7289,2048,137,男性,5歲,5E-05
7290,2048,137,女性,5歲,5E-05
7291,2048,137,總計,6歲,5E-05
7292,2048,137,男性,6歲,5E-05
7293,2048,137,女性,6歲,5E-05
7294,2048,137,總計,7歲,5E-05
7295,2048,137,男性,7歲,5E-05
7296,2048,137,女性,7歲,4E-05
7297,2048,137,總計,8歲,4E-05
7298,2048,137,男性,8歲,4E-05
7299,2048,137,女性,8歲,4E-05
7300,2048,137,總計,9歲,4E-05
7301,2048,137,男性,9歲,4E-05
7302,2048,137,女性,9歲,4E-05
7303,2048,137,總計,10歲,5E-05
7304,2048,137,男性,10歲,5E-05
7305,2048,137,女性,10歲,5E-05
7306,2048,137,總計,11歲,5E-05
7307,2048,137,男性,11歲,5E-05
7308,2048,137,女性,11歲,5E-05
7309,2048,137,總計,12歲,6E-05
7310,2048,137,男性,12歲,6E-05
7311,2048,137,女性,12歲,7E-05
7312,2048,137,總計,13歲,8E-05
7313,2048,137,男性,13歲,9E-05
7314,2048,137,女性,13歲,8E-05
7315,2048,137,總計,14歲,0.0001
7316,2048,137,男性,14歲,0.00012
7317,2048,137,女性,14歲,9E-05
7318,2048,137,總計,15歲,0.00013
7319,2048,137,男性,15歲,0.00017
7320,2048,137,女性,15歲,0.0001
7321,2048,137,總計,16歲,0.00016
7322,2048,137,男性,16歲,0.00022
7323,2048,137,女性,16歲,0.00011
7324,2048,137,總計,17歲,0.0002
7325,2048,137,男性,17歲,0.00026
7326,2048,137,女性,17歲,0.00013
7327,2048,137,總計,18歲,0.00023
7328,2048,137,男性,18歲,0.0003
7329,2048,137,女性,18歲,0.00015
7330,2048,137,總計,19歲,0.00024
7331,2048,137,男性,19歲,0.00032
7332,2048,137,女性,19歲,0.00016
7333,2048,137,總計,20歲,0.00025
7334,2048,137,男性,20歲,0.00033
7335,2048,137,女性,20歲,0.00017
7336,2048,137,總計,21歲,0.00026
7337,2048,137,男性,21歲,0.00034
7338,2048,137,女性,21歲,0.00018
7339,2048,137,總計,22歲,0.00027
7340,2048,137,男性,22歲,0.00034
7341,2048,137,女性,22歲,0.00019
7342,2048,137,總計,23歲,0.00027
7343,2048,137,男性,23歲,0.00034
7344,2048,137,女性,23歲,0.0002
7345,2048,137,總計,24歲,0.00027
7346,2048,137,男性,24歲,0.00034
7347,2048,137,女性,24歲,0.00021
7348,2048,137,總計,25歲,0.00027
7349,2048,137,男性,25歲,0.00033
7350,2048,137,女性,25歲,0.00021
7351,2048,137,總計,26歲,0.00027
7352,2048,137,男性,26歲,0.00032
7353,2048,137,女性,26歲,0.00022
7354,2048,137,總計,27歲,0.00028
7355,2048,137,男性,27歲,0.00033
7356,2048,137,女性,27歲,0.00024
7357,2048,137,總計,28歲,0.0003
7358,2048,137,男性,28歲,0.00034
7359,2048,137,女性,28歲,0.00026
7360,2048,137,總計,29歲,0.00032
7361,2048,137,男性,29歲,0.00037
7362,2048,137,女性,29歲,0.00028
7363,2048,137,總計,30歲,0.00035
7364,2048,137,男性,30歲,0.0004
7365,2048,137,女性,30歲,0.0003
7366,2048,137,總計,31歲,0.00038
7367,2048,137,男性,31歲,0.00043
7368,2048,137,女性,31歲,0.00032
7369,2048,137,總計,32歲,0.00041
7370,2048,137,男性,32歲,0.00048
7371,2048,137,女性,32歲,0.00035
7372,2048,137,總計,33歲,0.00045
7373,2048,137,男性,33歲,0.00052
7374,2048,137,女性,33歲,0.00038
7375,2048,137,總計,34歲,0.00049
7376,2048,137,男性,34歲,0.00057
7377,2048,137,女性,34歲,0.0004
7378,2048,137,總計,35歲,0.00053
7379,2048,137,男性,35歲,0.00063
7380,2048,137,女性,35歲,0.00042
7381,2048,137,總計,36歲,0.00058
7382,2048,137,男性,36歲,0.0007
7383,2048,137,女性,36歲,0.00046
7384,2048,137,總計,37歲,0.00064
7385,2048,137,男性,37歲,0.00079
7386,2048,137,女性,37歲,0.00049
7387,2048,137,總計,38歲,0.00071
7388,2048,137,男性,38歲,0.00088
7389,2048,137,女性,38歲,0.00053
7390,2048,137,總計,39歲,0.00078
7391,2048,137,男性,39歲,0.00099
7392,2048,137,女性,39歲,0.00057
7393,2048,137,總計,40歲,0.00087
7394,2048,137,男性,40歲,0.00111
7395,2048,137,女性,40歲,0.00062
7396,2048,137,總計,41歲,0.00096
7397,2048,137,男性,41歲,0.00126
7398,2048,137,女性,41歲,0.00067
7399,2048,137,總計,42歲,0.00107
7400,2048,137,男性,42歲,0.00141
7401,2048,137,女性,42歲,0.00073
7402,2048,137,總計,43歲,0.0012
7403,2048,137,男性,43歲,0.00159
7404,2048,137,女性,43歲,0.0008
7405,2048,137,總計,44歲,0.00133
7406,2048,137,男性,44歲,0.00179
7407,2048,137,女性,44歲,0.00088
7408,2048,137,總計,45歲,0.00148
7409,2048,137,男性,45歲,0.002
7410,2048,137,女性,45歲,0.00096
7411,2048,137,總計,46歲,0.00164
7412,2048,137,男性,46歲,0.00224
7413,2048,137,女性,46歲,0.00105
7414,2048,137,總計,47歲,0.00182
7415,2048,137,男性,47歲,0.0025
7416,2048,137,女性,47歲,0.00114
7417,2048,137,總計,48歲,0.00201
7418,2048,137,男性,48歲,0.00278
7419,2048,137,女性,48歲,0.00124
7420,2048,137,總計,49歲,0.00222
7421,2048,137,男性,49歲,0.0031
7422,2048,137,女性,49歲,0.00135
7423,2048,137,總計,50歲,0.00245
7424,2048,137,男性,50歲,0.00345
7425,2048,137,女性,50歲,0.00146
7426,2048,137,總計,51歲,0.00269
7427,2048,137,男性,51歲,0.00383
7428,2048,137,女性,51歲,0.00157
7429,2048,137,總計,52歲,0.00294
7430,2048,137,男性,52歲,0.00422
7431,2048,137,女性,52歲,0.00168
7432,2048,137,總計,53歲,0.0032
7433,2048,137,男性,53歲,0.00463
7434,2048,137,女性,53歲,0.00181
7435,2048,137,總計,54歲,0.00343
7436,2048,137,男性,54歲,0.00498
7437,2048,137,女性,54歲,0.00192
7438,2048,137,總計,55歲,0.00367
7439,2048,137,男性,55歲,0.00535
7440,2048,137,女性,55歲,0.00203
7441,2048,137,總計,56歲,0.00392
7442,2048,137,男性,56歲,0.00573
7443,2048,137,女性,56歲,0.00217
7444,2048,137,總計,57歲,0.00421
7445,2048,137,男性,57歲,0.00618
7446,2048,137,女性,57歲,0.00232
7447,2048,137,總計,58歲,0.00452
7448,2048,137,男性,58歲,0.00664
7449,2048,137,女性,58歲,0.00248
7450,2048,137,總計,59歲,0.00484
7451,2048,137,男性,59歲,0.00712
7452,2048,137,女性,59歲,0.00266
7453,2048,137,總計,60歲,0.00518
7454,2048,137,男性,60歲,0.0076
7455,2048,137,女性,60歲,0.00286
7456,2048,137,總計,61歲,0.00553
7457,2048,137,男性,61歲,0.0081
7458,2048,137,女性,61歲,0.00309
7459,2048,137,總計,62歲,0.00593
7460,2048,137,男性,62歲,0.00866
7461,2048,137,女性,62歲,0.00334
7462,2048,137,總計,63歲,0.00637
7463,2048,137,男性,63歲,0.00929
7464,2048,137,女性,63歲,0.00362
7465,2048,137,總計,64歲,0.00687
7466,2048,137,男性,64歲,0.00999
7467,2048,137,女性,64歲,0.00395
7468,2048,137,總計,65歲,0.00742
7469,2048,137,男性,65歲,0.01075
7470,2048,137,女性,65歲,0.00433
7471,2048,137,總計,66歲,0.00806
7472,2048,137,男性,66歲,0.01162
7473,2048,137,女性,66歲,0.00478
7474,2048,137,總計,67歲,0.0088
7475,2048,137,男性,67歲,0.01263
7476,2048,137,女性,67歲,0.00529
7477,2048,137,總計,68歲,0.00963
7478,2048,137,男性,68歲,0.01375
7479,2048,137,女性,68歲,0.00588
7480,2048,137,總計,69歲,0.01056
7481,2048,137,男性,69歲,0.015
7482,2048,137,女性,69歲,0.00656
7483,2048,137,總計,70歲,0.0116
7484,2048,137,男性,70歲,0.01637
7485,2048,137,女性,70歲,0.00734
7486,2048,137,總計,71歲,0.01275
7487,2048,137,男性,71歲,0.01788
7488,2048,137,女性,71歲,0.00821
7489,2048,137,總計,72歲,0.01403
7490,2048,137,男性,72歲,0.01955
7491,2048,137,女性,72歲,0.00918
7492,2048,137,總計,73歲,0.01548
7493,2048,137,男性,73歲,0.02147
7494,2048,137,女性,73歲,0.01027
7495,2048,137,總計,74歲,0.01712
7496,2048,137,男性,74歲,0.02366
7497,2048,137,女性,74歲,0.01151
7498,2048,137,總計,75歲,0.01896
7499,2048,137,男性,75歲,0.0261
7500,2048,137,女性,75歲,0.0129
7501,2048,137,總計,76歲,0.02097
7502,2048,137,男性,76歲,0.02879
7503,2048,137,女性,76歲,0.01443
7504,2048,137,總計,77歲,0.0232
7505,2048,137,男性,77歲,0.03175
7506,2048,137,女性,77歲,0.01615
7507,2048,137,總計,78歲,0.02569
7508,2048,137,男性,78歲,0.03505
7509,2048,137,女性,78歲,0.0181
7510,2048,137,總計,79歲,0.02844
7511,2048,137,男性,79歲,0.03867
7512,2048,137,女性,79歲,0.02027
7513,2048,137,總計,80歲,0.03163
7514,2048,137,男性,80歲,0.04258
7515,2048,137,女性,80歲,0.02307
7516,2048,137,總計,81歲,0.03517
7517,2048,137,男性,81歲,0.04687
7518,2048,137,女性,81歲,0.0262
7519,2048,137,總計,82歲,0.03907
7520,2048,137,男性,82歲,0.05157
7521,2048,137,女性,82歲,0.02968
7522,2048,137,總計,83歲,0.04333
7523,2048,137,男性,83歲,0.05664
7524,2048,137,女性,83歲,0.03356
7525,2048,137,總計,84歲,0.04797
7526,2048,137,男性,84歲,0.0621
7527,2048,137,女性,84歲,0.03785
7528,2048,137,總計,85歲,0.05473
7529,2048,137,男性,85歲,0.06942
7530,2048,137,女性,85歲,0.04448
7531,2048,137,總計,86歲,0.06034
7532,2048,137,男性,86歲,0.0759
7533,2048,137,女性,86歲,0.04976
7534,2048,137,總計,87歲,0.06647
7535,2048,137,男性,87歲,0.08293
7536,2048,137,女性,87歲,0.05559
7537,2048,137,總計,88歲,0.07316
7538,2048,137,男性,88歲,0.09051
7539,2048,137,女性,88歲,0.06201
7540,2048,137,總計,89歲,0.08046
7541,2048,137,男性,89歲,0.09868
7542,2048,137,女性,89歲,0.06911
7543,2048,137,總計,90歲,0.08846
7544,2048,137,男性,90歲,0.10752
7545,2048,137,女性,90歲,0.07697
7546,2048,137,總計,91歲,0.09729
7547,2048,137,男性,91歲,0.1171
7548,2048,137,女性,91歲,0.08573
7549,2048,137,總計,92歲,0.10696
7550,2048,137,男性,92歲,0.12742
7551,2048,137,女性,92歲,0.09543
7552,2048,137,總計,93歲,0.11749
7553,2048,137,男性,93歲,0.13848
7554,2048,137,女性,93歲,0.10609
7555,2048,137,總計,94歲,0.12892
7556,2048,137,男性,94歲,0.15028
7557,2048,137,女性,94歲,0.11775
7558,2048,137,總計,95歲,0.14182
7559,2048,137,男性,95歲,0.1632
7560,2048,137,女性,95歲,0.13104
7561,2048,137,總計,96歲,0.15528
7562,2048,137,男性,96歲,0.17647
7563,2048,137,女性,96歲,0.14499
7564,2048,137,總計,97歲,0.1694
7565,2048,137,男性,97歲,0.19025
7566,2048,137,女性,97歲,0.15965
7567,2048,137,總計,98歲,0.18482
7568,2048,137,男性,98歲,0.20499
7569,2048,137,女性,98歲,0.17573
7570,2048,137,總計,99歲,0.20161
7571,2048,137,男性,99歲,0.22073
7572,2048,137,女性,99歲,0.1933
7573,2048,137,總計,100歲及以上,1
7574,2048,137,男性,100歲及以上,1
7575,2048,137,女性,100歲及以上,1
7576,2049,138,總計,0歲,0.00296
7577,2049,138,男性,0歲,0.00316
7578,2049,138,女性,0歲,0.00276
7579,2049,138,總計,1歲,0.00013
7580,2049,138,男性,1歲,0.00014
7581,2049,138,女性,1歲,0.00012
7582,2049,138,總計,2歲,7E-05
7583,2049,138,男性,2歲,8E-05
7584,2049,138,女性,2歲,7E-05
7585,2049,138,總計,3歲,6E-05
7586,2049,138,男性,3歲,7E-05
7587,2049,138,女性,3歲,5E-05
7588,2049,138,總計,4歲,5E-05
7589,2049,138,男性,4歲,5E-05
7590,2049,138,女性,4歲,5E-05
7591,2049,138,總計,5歲,5E-05
7592,2049,138,男性,5歲,5E-05
7593,2049,138,女性,5歲,4E-05
7594,2049,138,總計,6歲,5E-05
7595,2049,138,男性,6歲,5E-05
7596,2049,138,女性,6歲,4E-05
7597,2049,138,總計,7歲,4E-05
7598,2049,138,男性,7歲,4E-05
7599,2049,138,女性,7歲,4E-05
7600,2049,138,總計,8歲,4E-05
7601,2049,138,男性,8歲,4E-05
7602,2049,138,女性,8歲,4E-05
7603,2049,138,總計,9歲,4E-05
7604,2049,138,男性,9歲,4E-05
7605,2049,138,女性,9歲,4E-05
7606,2049,138,總計,10歲,5E-05
7607,2049,138,男性,10歲,5E-05
7608,2049,138,女性,10歲,5E-05
7609,2049,138,總計,11歲,5E-05
7610,2049,138,男性,11歲,5E-05
7611,2049,138,女性,11歲,5E-05
7612,2049,138,總計,12歲,6E-05
7613,2049,138,男性,12歲,6E-05
7614,2049,138,女性,12歲,6E-05
7615,2049,138,總計,13歲,8E-05
7616,2049,138,男性,13歲,8E-05
7617,2049,138,女性,13歲,7E-05
7618,2049,138,總計,14歲,0.0001
7619,2049,138,男性,14歲,0.00012
7620,2049,138,女性,14歲,8E-05
7621,2049,138,總計,15歲,0.00013
7622,2049,138,男性,15歲,0.00017
7623,2049,138,女性,15歲,0.0001
7624,2049,138,總計,16歲,0.00016
7625,2049,138,男性,16歲,0.00021
7626,2049,138,女性,16歲,0.00011
7627,2049,138,總計,17歲,0.00019
7628,2049,138,男性,17歲,0.00026
7629,2049,138,女性,17歲,0.00013
7630,2049,138,總計,18歲,0.00022
7631,2049,138,男性,18歲,0.0003
7632,2049,138,女性,18歲,0.00015
7633,2049,138,總計,19歲,0.00024
7634,2049,138,男性,19歲,0.00032
7635,2049,138,女性,19歲,0.00016
7636,2049,138,總計,20歲,0.00025
7637,2049,138,男性,20歲,0.00033
7638,2049,138,女性,20歲,0.00017
7639,2049,138,總計,21歲,0.00026
7640,2049,138,男性,21歲,0.00033
7641,2049,138,女性,21歲,0.00018
7642,2049,138,總計,22歲,0.00026
7643,2049,138,男性,22歲,0.00034
7644,2049,138,女性,22歲,0.00019
7645,2049,138,總計,23歲,0.00027
7646,2049,138,男性,23歲,0.00033
7647,2049,138,女性,23歲,0.0002
7648,2049,138,總計,24歲,0.00027
7649,2049,138,男性,24歲,0.00033
7650,2049,138,女性,24歲,0.00021
7651,2049,138,總計,25歲,0.00027
7652,2049,138,男性,25歲,0.00032
7653,2049,138,女性,25歲,0.00021
7654,2049,138,總計,26歲,0.00027
7655,2049,138,男性,26歲,0.00031
7656,2049,138,女性,26歲,0.00022
7657,2049,138,總計,27歲,0.00028
7658,2049,138,男性,27歲,0.00032
7659,2049,138,女性,27歲,0.00024
7660,2049,138,總計,28歲,0.00029
7661,2049,138,男性,28歲,0.00033
7662,2049,138,女性,28歲,0.00025
7663,2049,138,總計,29歲,0.00031
7664,2049,138,男性,29歲,0.00036
7665,2049,138,女性,29歲,0.00027
7666,2049,138,總計,30歲,0.00034
7667,2049,138,男性,30歲,0.00039
7668,2049,138,女性,30歲,0.0003
7669,2049,138,總計,31歲,0.00037
7670,2049,138,男性,31歲,0.00042
7671,2049,138,女性,31歲,0.00032
7672,2049,138,總計,32歲,0.00041
7673,2049,138,男性,32歲,0.00047
7674,2049,138,女性,32歲,0.00035
7675,2049,138,總計,33歲,0.00044
7676,2049,138,男性,33歲,0.00051
7677,2049,138,女性,33歲,0.00037
7678,2049,138,總計,34歲,0.00048
7679,2049,138,男性,34歲,0.00056
7680,2049,138,女性,34歲,0.00039
7681,2049,138,總計,35歲,0.00052
7682,2049,138,男性,35歲,0.00062
7683,2049,138,女性,35歲,0.00042
7684,2049,138,總計,36歲,0.00057
7685,2049,138,男性,36歲,0.00069
7686,2049,138,女性,36歲,0.00045
7687,2049,138,總計,37歲,0.00063
7688,2049,138,男性,37歲,0.00077
7689,2049,138,女性,37歲,0.00048
7690,2049,138,總計,38歲,0.00069
7691,2049,138,男性,38歲,0.00086
7692,2049,138,女性,38歲,0.00052
7693,2049,138,總計,39歲,0.00077
7694,2049,138,男性,39歲,0.00096
7695,2049,138,女性,39歲,0.00057
7696,2049,138,總計,40歲,0.00085
7697,2049,138,男性,40歲,0.00109
7698,2049,138,女性,40歲,0.00062
7699,2049,138,總計,41歲,0.00095
7700,2049,138,男性,41歲,0.00123
7701,2049,138,女性,41歲,0.00066
7702,2049,138,總計,42歲,0.00105
7703,2049,138,男性,42歲,0.00138
7704,2049,138,女性,42歲,0.00072
7705,2049,138,總計,43歲,0.00117
7706,2049,138,男性,43歲,0.00156
7707,2049,138,女性,43歲,0.00079
7708,2049,138,總計,44歲,0.00131
7709,2049,138,男性,44歲,0.00175
7710,2049,138,女性,44歲,0.00087
7711,2049,138,總計,45歲,0.00145
7712,2049,138,男性,45歲,0.00196
7713,2049,138,女性,45歲,0.00095
7714,2049,138,總計,46歲,0.00162
7715,2049,138,男性,46歲,0.0022
7716,2049,138,女性,46歲,0.00104
7717,2049,138,總計,47歲,0.00179
7718,2049,138,男性,47歲,0.00245
7719,2049,138,女性,47歲,0.00113
7720,2049,138,總計,48歲,0.00198
7721,2049,138,男性,48歲,0.00273
7722,2049,138,女性,48歲,0.00123
7723,2049,138,總計,49歲,0.00219
7724,2049,138,男性,49歲,0.00305
7725,2049,138,女性,49歲,0.00133
7726,2049,138,總計,50歲,0.00241
7727,2049,138,男性,50歲,0.0034
7728,2049,138,女性,50歲,0.00145
7729,2049,138,總計,51歲,0.00266
7730,2049,138,男性,51歲,0.00377
7731,2049,138,女性,51歲,0.00156
7732,2049,138,總計,52歲,0.0029
7733,2049,138,男性,52歲,0.00416
7734,2049,138,女性,52歲,0.00166
7735,2049,138,總計,53歲,0.00316
7736,2049,138,男性,53歲,0.00457
7737,2049,138,女性,53歲,0.00178
7738,2049,138,總計,54歲,0.00339
7739,2049,138,男性,54歲,0.00492
7740,2049,138,女性,54歲,0.0019
7741,2049,138,總計,55歲,0.00362
7742,2049,138,男性,55歲,0.00528
7743,2049,138,女性,55歲,0.00201
7744,2049,138,總計,56歲,0.00388
7745,2049,138,男性,56歲,0.00567
7746,2049,138,女性,56歲,0.00214
7747,2049,138,總計,57歲,0.00417
7748,2049,138,男性,57歲,0.00611
7749,2049,138,女性,57歲,0.00229
7750,2049,138,總計,58歲,0.00447
7751,2049,138,男性,58歲,0.00657
7752,2049,138,女性,58歲,0.00245
7753,2049,138,總計,59歲,0.00479
7754,2049,138,男性,59歲,0.00704
7755,2049,138,女性,59歲,0.00262
7756,2049,138,總計,60歲,0.00512
7757,2049,138,男性,60歲,0.00752
7758,2049,138,女性,60歲,0.00282
7759,2049,138,總計,61歲,0.00547
7760,2049,138,男性,61歲,0.00802
7761,2049,138,女性,61歲,0.00305
7762,2049,138,總計,62歲,0.00586
7763,2049,138,男性,62歲,0.00858
7764,2049,138,女性,62歲,0.00329
7765,2049,138,總計,63歲,0.0063
7766,2049,138,男性,63歲,0.0092
7767,2049,138,女性,63歲,0.00357
7768,2049,138,總計,64歲,0.00679
7769,2049,138,男性,64歲,0.00989
7770,2049,138,女性,64歲,0.00389
7771,2049,138,總計,65歲,0.00734
7772,2049,138,男性,65歲,0.01065
7773,2049,138,女性,65歲,0.00426
7774,2049,138,總計,66歲,0.00797
7775,2049,138,男性,66歲,0.01151
7776,2049,138,女性,66歲,0.0047
7777,2049,138,總計,67歲,0.0087
7778,2049,138,男性,67歲,0.0125
7779,2049,138,女性,67歲,0.00521
7780,2049,138,總計,68歲,0.00951
7781,2049,138,男性,68歲,0.0136
7782,2049,138,女性,68歲,0.00579
7783,2049,138,總計,69歲,0.01044
7784,2049,138,男性,69歲,0.01484
7785,2049,138,女性,69歲,0.00646
7786,2049,138,總計,70歲,0.01146
7787,2049,138,男性,70歲,0.01619
7788,2049,138,女性,70歲,0.00722
7789,2049,138,總計,71歲,0.0126
7790,2049,138,男性,71歲,0.01769
7791,2049,138,女性,71歲,0.00808
7792,2049,138,總計,72歲,0.01386
7793,2049,138,男性,72歲,0.01934
7794,2049,138,女性,72歲,0.00904
7795,2049,138,總計,73歲,0.01529
7796,2049,138,男性,73歲,0.02124
7797,2049,138,女性,73歲,0.01011
7798,2049,138,總計,74歲,0.01691
7799,2049,138,男性,74歲,0.0234
7800,2049,138,女性,74歲,0.01133
7801,2049,138,總計,75歲,0.01873
7802,2049,138,男性,75歲,0.02582
7803,2049,138,女性,75歲,0.0127
7804,2049,138,總計,76歲,0.02071
7805,2049,138,男性,76歲,0.02848
7806,2049,138,女性,76歲,0.0142
7807,2049,138,總計,77歲,0.02292
7808,2049,138,男性,77歲,0.03142
7809,2049,138,女性,77歲,0.0159
7810,2049,138,總計,78歲,0.02538
7811,2049,138,男性,78歲,0.03468
7812,2049,138,女性,78歲,0.01782
7813,2049,138,總計,79歲,0.0281
7814,2049,138,男性,79歲,0.03827
7815,2049,138,女性,79歲,0.01997
7816,2049,138,總計,80歲,0.03126
7817,2049,138,男性,80歲,0.04214
7818,2049,138,女性,80歲,0.02272
7819,2049,138,總計,81歲,0.03476
7820,2049,138,男性,81歲,0.0464
7821,2049,138,女性,81歲,0.02581
7822,2049,138,總計,82歲,0.03862
7823,2049,138,男性,82歲,0.05106
7824,2049,138,女性,82歲,0.02925
7825,2049,138,總計,83歲,0.04283
7826,2049,138,男性,83歲,0.05609
7827,2049,138,女性,83歲,0.03308
7828,2049,138,總計,84歲,0.04744
7829,2049,138,男性,84歲,0.06151
7830,2049,138,女性,84歲,0.03733
7831,2049,138,總計,85歲,0.05413
7832,2049,138,男性,85歲,0.06878
7833,2049,138,女性,85歲,0.04388
7834,2049,138,總計,86歲,0.05969
7835,2049,138,男性,86歲,0.07521
7836,2049,138,女性,86歲,0.04911
7837,2049,138,總計,87歲,0.06578
7838,2049,138,男性,87歲,0.0822
7839,2049,138,女性,87歲,0.05488
7840,2049,138,總計,88歲,0.07241
7841,2049,138,男性,88歲,0.08974
7842,2049,138,女性,88歲,0.06125
7843,2049,138,總計,89歲,0.07966
7844,2049,138,男性,89歲,0.09787
7845,2049,138,女性,89歲,0.06829
7846,2049,138,總計,90歲,0.08762
7847,2049,138,男性,90歲,0.10667
7848,2049,138,女性,90歲,0.0761
7849,2049,138,總計,91歲,0.09639
7850,2049,138,男性,91歲,0.11621
7851,2049,138,女性,91歲,0.0848
7852,2049,138,總計,92歲,0.10601
7853,2049,138,男性,92歲,0.1265
7854,2049,138,女性,92歲,0.09445
7855,2049,138,總計,93歲,0.1165
7856,2049,138,男性,93歲,0.13752
7857,2049,138,女性,93歲,0.10505
7858,2049,138,總計,94歲,0.12789
7859,2049,138,男性,94歲,0.1493
7860,2049,138,女性,94歲,0.11665
7861,2049,138,總計,95歲,0.14076
7862,2049,138,男性,95歲,0.16221
7863,2049,138,女性,95歲,0.12992
7864,2049,138,總計,96歲,0.15419
7865,2049,138,男性,96歲,0.17546
7866,2049,138,女性,96歲,0.14384
7867,2049,138,總計,97歲,0.16828
7868,2049,138,男性,97歲,0.18923
7869,2049,138,女性,97歲,0.15847
7870,2049,138,總計,98歲,0.1837
7871,2049,138,男性,98歲,0.20398
7872,2049,138,女性,98歲,0.17454
7873,2049,138,總計,99歲,0.2005
7874,2049,138,男性,99歲,0.21974
7875,2049,138,女性,99歲,0.19212
7876,2049,138,總計,100歲及以上,1
7877,2049,138,男性,100歲及以上,1
7878,2049,138,女性,100歲及以上,1
7879,2050,139,總計,0歲,0.00293
7880,2050,139,男性,0歲,0.00313
7881,2050,139,女性,0歲,0.00274
7882,2050,139,總計,1歲,0.00012
7883,2050,139,男性,1歲,0.00013
7884,2050,139,女性,1歲,0.00011
7885,2050,139,總計,2歲,7E-05
7886,2050,139,男性,2歲,8E-05
7887,2050,139,女性,2歲,7E-05
7888,2050,139,總計,3歲,6E-05
7889,2050,139,男性,3歲,6E-05
7890,2050,139,女性,3歲,5E-05
7891,2050,139,總計,4歲,5E-05
7892,2050,139,男性,4歲,5E-05
7893,2050,139,女性,4歲,5E-05
7894,2050,139,總計,5歲,5E-05
7895,2050,139,男性,5歲,5E-05
7896,2050,139,女性,5歲,4E-05
7897,2050,139,總計,6歲,4E-05
7898,2050,139,男性,6歲,5E-05
7899,2050,139,女性,6歲,4E-05
7900,2050,139,總計,7歲,4E-05
7901,2050,139,男性,7歲,4E-05
7902,2050,139,女性,7歲,4E-05
7903,2050,139,總計,8歲,4E-05
7904,2050,139,男性,8歲,4E-05
7905,2050,139,女性,8歲,4E-05
7906,2050,139,總計,9歲,4E-05
7907,2050,139,男性,9歲,4E-05
7908,2050,139,女性,9歲,4E-05
7909,2050,139,總計,10歲,5E-05
7910,2050,139,男性,10歲,4E-05
7911,2050,139,女性,10歲,5E-05
7912,2050,139,總計,11歲,5E-05
7913,2050,139,男性,11歲,5E-05
7914,2050,139,女性,11歲,5E-05
7915,2050,139,總計,12歲,6E-05
7916,2050,139,男性,12歲,6E-05
7917,2050,139,女性,12歲,6E-05
7918,2050,139,總計,13歲,8E-05
7919,2050,139,男性,13歲,8E-05
7920,2050,139,女性,13歲,7E-05
7921,2050,139,總計,14歲,0.0001
7922,2050,139,男性,14歲,0.00012
7923,2050,139,女性,14歲,8E-05
7924,2050,139,總計,15歲,0.00013
7925,2050,139,男性,15歲,0.00016
7926,2050,139,女性,15歲,9E-05
7927,2050,139,總計,16歲,0.00016
7928,2050,139,男性,16歲,0.00021
7929,2050,139,女性,16歲,0.00011
7930,2050,139,總計,17歲,0.00019
7931,2050,139,男性,17歲,0.00025
7932,2050,139,女性,17歲,0.00013
7933,2050,139,總計,18歲,0.00022
7934,2050,139,男性,18歲,0.00029
7935,2050,139,女性,18歲,0.00014
7936,2050,139,總計,19歲,0.00023
7937,2050,139,男性,19歲,0.00031
7938,2050,139,女性,19歲,0.00016
7939,2050,139,總計,20歲,0.00024
7940,2050,139,男性,20歲,0.00032
7941,2050,139,女性,20歲,0.00017
7942,2050,139,總計,21歲,0.00025
7943,2050,139,男性,21歲,0.00033
7944,2050,139,女性,21歲,0.00018
7945,2050,139,總計,22歲,0.00026
7946,2050,139,男性,22歲,0.00033
7947,2050,139,女性,22歲,0.00018
7948,2050,139,總計,23歲,0.00026
7949,2050,139,男性,23歲,0.00033
7950,2050,139,女性,23歲,0.0002
7951,2050,139,總計,24歲,0.00026
7952,2050,139,男性,24歲,0.00032
7953,2050,139,女性,24歲,0.0002
7954,2050,139,總計,25歲,0.00026
7955,2050,139,男性,25歲,0.00031
7956,2050,139,女性,25歲,0.00021
7957,2050,139,總計,26歲,0.00026
7958,2050,139,男性,26歲,0.00031
7959,2050,139,女性,26歲,0.00022
7960,2050,139,總計,27歲,0.00027
7961,2050,139,男性,27歲,0.00031
7962,2050,139,女性,27歲,0.00024
7963,2050,139,總計,28歲,0.00029
7964,2050,139,男性,28歲,0.00033
7965,2050,139,女性,28歲,0.00025
7966,2050,139,總計,29歲,0.00031
7967,2050,139,男性,29歲,0.00035
7968,2050,139,女性,29歲,0.00027
7969,2050,139,總計,30歲,0.00034
7970,2050,139,男性,30歲,0.00038
7971,2050,139,女性,30歲,0.00029
7972,2050,139,總計,31歲,0.00037
7973,2050,139,男性,31歲,0.00041
7974,2050,139,女性,31歲,0.00032
7975,2050,139,總計,32歲,0.0004
7976,2050,139,男性,32歲,0.00045
7977,2050,139,女性,32歲,0.00034
7978,2050,139,總計,33歲,0.00043
7979,2050,139,男性,33歲,0.0005
