git年份,性別,縣市,癌症類別,發生率,癌症發生數,平均年齡,年齡中位數,粗率 (每10萬人口)
2021,全,新北市,喉,1.73,125 ,63.02,65.0,3.12
2021,全,新北市,肺、支氣管及氣管,41.09,"2,939 ",65.85,66.0,73.33
2021,全,新北市,胸膜,0.23,18 ,70.61,71.0,0.45
2021,全,新北市,胸腺、心臟與中隔,1.66,102 ,56.55,59.0,2.54
2021,全,新北市,骨、關節及關節軟骨,0.39,18 ,46.5,47.0,0.45
2021,全,新北市,結締組織、皮下組織及其他軟組織,2.18,119 ,55.03,57.0,2.97
2021,全,新北市,皮膚,7.38,524 ,70.34,73.0,13.07
2021,全,新北市,膀胱,5.25,392 ,70.83,70.0,9.78
2021,全,新北市,腎,5.32,353 ,60.29,62.0,8.81
2021,全,新北市,腎盂及其他泌尿系統,3.8,283 ,71.79,71.0,7.06
2021,全,新北市,眼及淚腺,0.07,4 ,68.0,75.5,0.1
2021,全,新北市,腦,2.65,148 ,55.14,59.0,3.69
2021,全,新北市,其他神經系統,0.24,13 ,50.77,55.0,0.32
2021,全,新北市,甲狀腺,15.16,831 ,50.02,49.0,20.73
2021,全,新北市,其他內分泌腺,0.86,34 ,43.32,47.0,0.85
2021,全,新北市,其他分界不明的部位,0.18,12 ,60.5,58.5,0.3
2021,全,新北市,不明原發部位,1.45,104 ,69.85,70.0,2.59
2021,全,新北市,何杰金氏淋巴瘤,1.0,38 ,39.74,31.5,0.95
2021,全,新北市,白血病,8.01,434 ,57.1,61.0,10.83
2021,全,新北市,非何杰金氏淋巴瘤,8.24,540 ,63.06,66.0,13.47
2021,全,新北市,漿細胞瘤,1.95,142 ,67.85,69.0,3.54
2021,全,新北市,全癌症,310.66,"20,827 ",62.66,63.0,519.62
2021,男,台北市,口腔、口咽及下咽,19.89,409 ,61.09,61.0,34.03
2021,男,台北市,主唾液腺,0.9,19 ,63.05,64.0,1.58
2021,男,台北市,鼻咽,5.52,95 ,53.35,52.0,7.9
2021,男,台北市,食道,7.14,161 ,65.48,66.0,13.39
2021,男,台北市,胃,11.85,287 ,70.91,71.0,23.88
2021,男,台北市,小腸,1.33,29 ,66.72,69.0,2.41
2021,男,台北市,結直腸,41.85,968 ,68.12,68.0,80.53
2021,男,台北市,肝及肝內膽管,24.29,568 ,68.01,68.0,47.26
2021,男,台北市,膽囊及肝外膽管,3.02,71 ,69.87,72.0,5.91
2021,男,台北市,胰,8.73,203 ,68.6,70.0,16.89
2021,男,台北市,後腹膜腔及腹膜,0.68,15 ,63.07,66.0,1.25
2021,男,台北市,消化器官其他分界不明部位,0.05,1 ,57.0,57.0,0.08
2021,男,台北市,鼻腔、中耳及副鼻竇,1.12,21 ,58.24,60.0,1.75
2021,男,台北市,喉,3.18,74 ,66.18,66.0,6.16
2021,男,台北市,肺、支氣管及氣管,39.07,908 ,68.23,69.0,75.54
2021,男,台北市,胸膜,0.18,4 ,63.75,63.5,0.33
2021,男,台北市,胸腺、心臟與中隔,1.67,33 ,59.64,62.0,2.75
2021,男,台北市,骨、關節及關節軟骨,0.77,11 ,54.55,63.0,0.92
2021,男,台北市,結締組織、皮下組織及其他軟組織,2.75,52 ,61.19,62.0,4.33
2021,男,台北市,皮膚,8.07,195 ,71.74,73.0,16.22
2021,男,台北市,男性乳房,0.33,8 ,69.5,68.5,0.67
2021,男,台北市,攝護腺,39.8,"1,023 ",72.37,72.0,85.11
2021,男,台北市,睪丸,4.07,42 ,32.98,31.0,3.49
2021,男,台北市,其他男性生殖器官,0.8,19 ,69.74,71.0,1.58
2021,男,台北市,膀胱,5.84,151 ,72.98,73.0,12.56
2021,男,台北市,腎,7.98,161 ,60.39,61.0,13.39
2021,男,台北市,腎盂及其他泌尿系統,3.62,87 ,70.45,70.0,7.24
2021,男,台北市,眼及淚腺,0.06,1 ,50.0,50.0,0.08
2021,男,台北市,腦,3.07,50 ,53.52,56.5,4.16
2021,男,台北市,其他神經系統,0.48,9 ,60.56,59.0,0.75
2021,男,台北市,甲狀腺,9.02,149 ,52.73,52.0,12.4
2021,男,台北市,其他內分泌腺,1.07,14 ,46.43,44.5,1.16
2021,男,台北市,其他分界不明的部位,0.13,3 ,64.33,66.0,0.25
2021,男,台北市,不明原發部位,1.67,38 ,71.03,74.0,3.16
2021,男,台北市,何杰金氏淋巴瘤,1.38,15 ,37.73,33.0,1.25
2021,男,台北市,白血病,9.83,176 ,61.54,67.0,14.64
2021,男,台北市,非何杰金氏淋巴瘤,10.91,244 ,68.07,70.0,20.3
2021,男,台北市,漿細胞瘤,1.76,42 ,68.98,70.0,3.49
2021,男,台北市,全癌症,284.29,"6,366 ",67.08,68.0,529.63
2021,男,新北市,口腔、口咽及下咽,36.77,"1,151 ",58.3,58.0,58.8
2021,男,新北市,主唾液腺,1.08,32 ,58.25,61.0,1.63
2021,男,新北市,鼻咽,7.05,205 ,53.9,54.0,10.47
2021,男,新北市,食道,12.04,390 ,60.71,60.0,19.93
2021,男,新北市,胃,12.63,423 ,68.65,69.0,21.61
2021,男,新北市,小腸,1.22,41 ,64.44,64.0,2.09
2021,男,新北市,結直腸,47.7,"1,537 ",65.53,66.0,78.53
2021,男,新北市,肝及肝內膽管,33.09,"1,080 ",64.82,65.0,55.18
2021,男,新北市,膽囊及肝外膽管,2.99,98 ,68.41,70.0,5.01
2021,男,新北市,胰,8.55,284 ,65.52,66.0,14.51
2021,男,新北市,後腹膜腔及腹膜,0.52,15 ,62.2,62.0,0.77
2021,男,新北市,消化器官其他分界不明部位,0.12,3 ,67.0,79.0,0.15
2021,男,新北市,鼻腔、中耳及副鼻竇,0.94,26 ,55.85,53.5,1.33
2021,男,新北市,喉,3.56,119 ,63.02,65.0,6.08
2021,男,新北市,肺、支氣管及氣管,46.02,"1,522 ",67.32,67.5,77.76
2021,男,新北市,胸膜,0.4,14 ,72.14,71.5,0.72
2021,男,新北市,胸腺、心臟與中隔,1.85,50 ,54.06,54.5,2.55
2021,男,新北市,骨、關節及關節軟骨,0.32,8 ,47.75,52.0,0.41
2021,男,新北市,結締組織、皮下組織及其他軟組織,2.29,62 ,56.56,60.0,3.17
2021,男,新北市,皮膚,8.68,277 ,69.57,71.0,14.15
2021,男,新北市,男性乳房,0.52,17 ,65.47,63.0,0.87
2021,男,新北市,攝護腺,38.16,"1,291 ",71.43,71.0,65.96
2021,男,新北市,睪丸,3.06,58 ,33.79,33.0,2.96
2021,男,新北市,其他男性生殖器官,0.58,20 ,67.65,68.0,1.02
2021,男,新北市,膀胱,8.01,271 ,70.5,70.0,13.85
2021,男,新北市,腎,7.64,240 ,59.98,61.0,12.26
2021,男,新北市,腎盂及其他泌尿系統,3.34,113 ,69.46,69.0,5.77
2021,男,新北市,眼及淚腺,0.07,2 ,56.0,56.0,0.1
2021,男,新北市,腦,3.16,87 ,55.01,59.0,4.44
2021,男,新北市,其他神經系統,0.29,9 ,56.78,55.0,0.46
2021,男,新北市,甲狀腺,8.17,213 ,48.77,48.0,10.88
2021,男,新北市,其他內分泌腺,0.84,16 ,42.13,51.5,0.82
2021,男,新北市,其他分界不明的部位,0.35,11 ,61.18,59.0,0.56
2021,男,新北市,不明原發部位,1.63,54 ,69.26,67.5,2.76
2021,男,新北市,何杰金氏淋巴瘤,0.84,17 ,40.65,30.0,0.87
2021,男,新北市,白血病,9.87,255 ,57.16,62.0,13.03
2021,男,新北市,非何杰金氏淋巴瘤,9.14,272 ,61.81,65.0,13.9
2021,男,新北市,漿細胞瘤,2.38,79 ,67.0,67.0,4.04
2021,男,新北市,全癌症,326.3,"10,376 ",64.38,65.0,530.11
2021,女,台北市,口腔、口咽及下咽,3.1,84 ,66.43,66.0,6.35
2021,女,台北市,主唾液腺,0.92,18 ,55.61,57.0,1.36
2021,女,台北市,鼻咽,1.15,25 ,57.36,60.0,1.89
2021,女,台北市,食道,1.02,28 ,67.43,64.0,2.12
2021,女,台北市,胃,6.83,194 ,69.92,71.0,14.67
2021,女,台北市,小腸,0.89,26 ,68.88,69.0,1.97
2021,女,台北市,結直腸,29.98,882 ,70.27,71.0,66.7
2021,女,台北市,肝及肝內膽管,9.78,294 ,72.03,73.0,22.23
2021,女,台北市,膽囊及肝外膽管,1.93,61 ,72.08,73.0,4.61
2021,女,台北市,胰,7.14,219 ,72.0,72.0,16.56
2021,女,台北市,後腹膜腔及腹膜,0.72,16 ,58.31,57.0,1.21
2021,女,台北市,消化器官其他分界不明部位,0.02,1 ,87.0,87.0,0.08
2021,女,台北市,鼻腔、中耳及副鼻竇,0.34,11 ,69.55,68.0,0.83
2021,女,台北市,喉,0.4,11 ,68.55,68.0,0.83
2021,女,台北市,肺、支氣管及氣管,42.38,"1,125 ",65.7,66.0,85.07
2021,女,台北市,胸膜,0.17,6 ,73.33,69.5,0.45
2021,女,台北市,胸腺、心臟與中隔,1.82,47 ,63.47,64.0,3.55
2021,女,台北市,骨、關節及關節軟骨,0.49,8 ,52.25,61.0,0.6
2021,女,台北市,結締組織、皮下組織及其他軟組織,1.87,37 ,58.81,64.0,2.8
2021,女,台北市,皮膚,6.08,177 ,70.94,71.0,13.38
2021,女,台北市,女性乳房,92.27,"2,051 ",58.45,58.0,155.09
2021,女,台北市,子宮頸,6.0,126 ,58.76,58.0,9.53
2021,女,台北市,子宮體,17.47,391 ,58.33,59.0,29.57
2021,女,台北市,卵巢、輸卵管及寬韌帶,10.12,204 ,55.99,56.0,15.43
2021,女,台北市,其他女性生殖器官,0.56,17 ,70.53,69.0,1.29
2021,女,台北市,膀胱,2.25,73 ,74.51,76.0,5.52
2021,女,台北市,腎,2.81,68 ,63.93,66.0,5.14
2021,女,台北市,腎盂及其他泌尿系統,2.63,89 ,75.45,76.0,6.73
2021,女,台北市,眼及淚腺,0.02,1 ,86.0,86.0,0.08
2021,女,台北市,腦,2.55,38 ,48.0,55.0,2.87
2021,女,台北市,其他神經系統,0.15,2 ,36.5,36.5,0.15
2021,女,台北市,甲狀腺,22.23,393 ,50.43,50.0,29.72
2021,女,台北市,其他內分泌腺,0.86,13 ,46.77,48.0,0.98
2021,女,台北市,其他分界不明的部位,0.07,3 ,79.0,83.0,0.23
2021,女,台北市,不明原發部位,1.31,41 ,74.66,77.0,3.1
2021,女,台北市,何杰金氏淋巴瘤,1.22,15 ,44.0,35.0,1.13
2021,女,台北市,白血病,7.13,148 ,61.46,66.0,11.19
2021,女,台北市,非何杰金氏淋巴瘤,8.22,204 ,66.06,68.5,15.43
2021,女,台北市,漿細胞瘤,1.38,42 ,70.86,72.0,3.18
2021,女,台北市,全癌症,296.76,"7,199 ",63.25,64.0,544.38
2021,女,新北市,口腔、口咽及下咽,4.44,166 ,63.17,64.0,8.09
2021,女,新北市,主唾液腺,0.91,27 ,54.04,57.0,1.32
2021,女,新北市,鼻咽,1.74,55 ,54.4,52.0,2.68
2021,女,新北市,食道,1.53,59 ,63.8,63.0,2.88
2021,女,新北市,胃,8.6,326 ,66.49,67.0,15.9
2021,女,新北市,小腸,1.1,40 ,66.9,68.5,1.95
2021,女,新北市,結直腸,29.46,"1,119 ",66.88,67.0,54.56
2021,女,新北市,肝及肝內膽管,11.36,462 ,71.05,71.0,22.53
2021,女,新北市,膽囊及肝外膽管,2.97,119 ,69.24,70.0,5.8
2021,女,新北市,胰,6.45,248 ,66.98,68.0,12.09
2021,女,新北市,後腹膜腔及腹膜,1.82,54 ,60.26,62.0,2.63
2021,女,新北市,鼻腔、中耳及副鼻竇,0.54,19 ,58.11,60.0,0.93
2021,女,新北市,喉,0.16,6 ,63.17,61.5,0.29
2021,女,新北市,肺、支氣管及氣管,37.48,"1,417 ",64.28,64.0,69.1
2021,女,新北市,胸膜,0.1,4 ,65.25,69.5,0.2
2021,女,新北市,胸腺、心臟與中隔,1.45,52 ,58.94,60.0,2.54
2021,女,新北市,骨、關節及關節軟骨,0.46,10 ,45.5,43.0,0.49
2021,女,新北市,結締組織、皮下組織及其他軟組織,2.12,57 ,53.37,56.0,2.78
2021,女,新北市,皮膚,6.32,247 ,71.21,74.0,12.04
2021,女,新北市,女性乳房,90.67,"3,004 ",56.46,56.0,146.48
2021,女,新北市,子宮,0.1,3 ,60.33,58.0,0.15
2021,女,新北市,子宮頸,7.0,226 ,56.98,58.0,11.02
2021,女,新北市,子宮體,19.07,642 ,56.4,56.0,31.31
2021,女,新北市,卵巢、輸卵管及寬韌帶,11.63,365 ,55.19,55.0,17.8
2021,女,新北市,其他女性生殖器官,0.69,29 ,70.14,69.0,1.41
2021,女,新北市,膀胱,2.96,121 ,71.56,71.0,5.9
2021,女,新北市,腎,3.29,113 ,60.96,63.0,5.51
2021,女,新北市,腎盂及其他泌尿系統,4.14,170 ,73.34,74.0,8.29
2021,女,新北市,眼及淚腺,0.05,2 ,80.0,80.0,0.1
2021,女,新北市,腦,2.2,61 ,55.31,60.0,2.97
2021,女,新北市,其他神經系統,0.21,4 ,37.25,41.5,0.2
2021,女,新北市,甲狀腺,21.77,618 ,50.45,50.0,30.13
2021,女,新北市,其他內分泌腺,0.87,18 ,44.39,44.0,0.88
2021,女,新北市,其他分界不明的部位,0.03,1 ,53.0,53.0,0.05
2021,女,新北市,不明原發部位,1.31,50 ,70.48,73.0,2.44
2021,女,新北市,何杰金氏淋巴瘤,1.19,21 ,39.0,33.0,1.02
2021,女,新北市,白血病,6.35,179 ,57.01,60.0,8.73
2021,女,新北市,非何杰金氏淋巴瘤,7.39,268 ,64.33,66.0,13.07
2021,女,新北市,漿細胞瘤,1.59,63 ,68.9,70.0,3.07
2021,女,新北市,全癌症,301.79,"10,451 ",60.95,61.0,509.61
2022,全,台北市,口腔、口咽及下咽,11.52,512 ,61.5,62.0,20.64
2022,全,台北市,主唾液腺,0.89,35 ,59.14,60.0,1.41
2022,全,台北市,鼻咽,3.18,118 ,55.17,55.0,4.76
2022,全,台北市,食道,3.14,161 ,66.94,65.0,6.49
2022,全,台北市,胃,9.7,528 ,70.99,72.0,21.28
2022,全,台北市,小腸,1.1,53 ,66.15,68.0,2.14
2022,全,台北市,結直腸,35.81,"1,886 ",69.02,69.0,76.03
2022,全,台北市,肝及肝內膽管,15.24,798 ,69.56,71.0,32.17
2022,全,台北市,膽囊及肝外膽管,1.94,113 ,73.08,73.0,4.56
2022,全,台北市,胰,7.86,421 ,69.67,70.0,16.97
2022,全,台北市,後腹膜腔及腹膜,1.12,47 ,62.57,66.0,1.89
2022,全,台北市,消化器官其他分界不明部位,0.05,3 ,78.0,80.0,0.12
2022,全,台北市,鼻腔、中耳及副鼻竇,0.67,28 ,59.86,64.0,1.13
2022,全,台北市,喉,1.22,64 ,67.67,65.0,2.58
2022,全,台北市,肺、支氣管及氣管,44.71,"2,208 ",66.19,67.0,89.01
2022,全,台北市,胸膜,0.21,11 ,70.0,75.0,0.44
2022,全,台北市,胸腺、心臟與中隔,1.91,82 ,60.67,62.0,3.31
2022,全,台北市,骨、關節及關節軟骨,0.99,21 ,40.19,26.0,0.85
2022,全,台北市,結締組織、皮下組織及其他軟組織,2.17,80 ,60.48,64.0,3.22
2022,全,台北市,皮膚,7.25,410 ,72.47,73.0,16.53
2022,全,台北市,膀胱,4.11,238 ,72.94,73.0,9.59
2022,全,台北市,腎,5.87,262 ,62.9,65.0,10.56
2022,全,台北市,腎盂及其他泌尿系統,2.74,158 ,72.46,72.0,6.37
2022,全,台北市,眼及淚腺,0.18,5 ,54.6,53.0,0.2
2022,全,台北市,腦,2.5,75 ,52.51,60.0,3.02
2022,全,台北市,其他神經系統,0.28,7 ,44.57,43.0,0.28
2022,全,台北市,甲狀腺,20.66,676 ,50.45,50.0,27.25
2022,全,台北市,其他內分泌腺,1.14,34 ,51.76,58.0,1.37
2022,全,台北市,其他分界不明的部位,0.22,9 ,59.67,55.0,0.36
2022,全,台北市,不明原發部位,0.81,41 ,69.15,69.0,1.65
2022,全,台北市,何杰金氏淋巴瘤,1.24,24 ,33.21,29.5,0.97
2022,全,台北市,白血病,8.56,346 ,62.78,66.0,13.95
2022,全,台北市,非何杰金氏淋巴瘤,9.31,427 ,66.0,68.0,17.21
2022,全,台北市,漿細胞瘤,1.6,88 ,69.52,69.5,3.55
2022,全,台北市,全癌症,313.46,"14,592 ",64.85,66.0,588.23
2022,全,新北市,口腔、口咽及下咽,18.65,"1,282 ",59.82,59.5,32.09
2022,全,新北市,主唾液腺,0.88,55 ,57.62,58.0,1.38
2022,全,新北市,鼻咽,4.43,272 ,54.37,54.0,6.81
2022,全,新北市,食道,6.76,488 ,62.35,62.0,12.21
2022,全,新北市,胃,11.11,823 ,67.92,68.0,20.6
2022,全,新北市,小腸,1.25,83 ,62.53,65.0,2.08
2022,全,新北市,結直腸,40.69,"2,939 ",65.82,66.0,73.56
2022,全,新北市,肝及肝內膽管,20.27,"1,517 ",66.78,67.0,37.97
2022,全,新北市,膽囊及肝外膽管,2.41,186 ,69.37,70.0,4.66
2022,全,新北市,胰,7.49,552 ,66.75,67.0,13.82
2022,全,新北市,後腹膜腔及腹膜,0.81,52 ,62.37,65.0,1.3
2022,全,新北市,消化器官其他分界不明部位,0.09,6 ,67.0,64.5,0.15
2022,全,新北市,鼻腔、中耳及副鼻竇,0.7,48 ,61.63,63.0,1.2
2022,全,新北市,喉,1.66,122 ,64.13,65.0,3.05
2022,全,新北市,肺、支氣管及氣管,43.46,"3,180 ",65.46,66.0,79.59
2022,全,新北市,胸膜,0.26,20 ,67.85,68.0,0.5
2022,全,新北市,胸腺、心臟與中隔,2.09,124 ,55.63,58.5,3.1
2022,全,新北市,骨、關節及關節軟骨,0.67,27 ,45.22,43.0,0.68
2022,全,新北市,結締組織、皮下組織及其他軟組織,2.39,128 ,56.35,61.0,3.2
2022,全,新北市,皮膚,7.35,533 ,69.04,70.0,13.34
2022,全,新北市,膀胱,5.45,419 ,71.21,72.0,10.49
2022,全,新北市,腎,5.54,371 ,59.87,61.0,9.29
2022,全,新北市,腎盂及其他泌尿系統,3.33,260 ,71.85,72.0,6.51
2022,全,新北市,眼及淚腺,0.24,8 ,39.5,46.0,0.2
2022,全,新北市,腦,2.43,130 ,53.69,60.0,3.25
2022,全,新北市,其他神經系統,0.2,14 ,60.93,64.5,0.35
2022,全,新北市,甲狀腺,18.73,"1,011 ",49.32,49.0,25.3
2022,全,新北市,其他內分泌腺,1.11,45 ,44.04,46.0,1.13
2022,全,新北市,其他分界不明的部位,0.16,9 ,59.33,62.0,0.23
2022,全,新北市,不明原發部位,1.5,114 ,71.33,72.0,2.85
2022,全,新北市,何杰金氏淋巴瘤,1.1,43 ,42.93,36.0,1.08
2022,全,新北市,白血病,7.68,449 ,60.04,65.0,11.24
2022,全,新北市,非何杰金氏淋巴瘤,8.98,589 ,62.73,65.0,14.74
2022,全,新北市,漿細胞瘤,2.16,162 ,67.18,67.0,4.05
2022,全,新北市,全癌症,332.14,"22,706 ",62.56,64.0,568.28
2022,男,台北市,口腔、口咽及下咽,20.63,418 ,60.99,61.5,35.51
2022,男,台北市,主唾液腺,1.04,19 ,62.05,64.0,1.61
2022,男,台北市,鼻咽,5.16,86 ,53.41,54.0,7.31
2022,男,台北市,食道,6.13,138 ,65.53,64.0,11.72
2022,男,台北市,胃,12.11,298 ,71.59,73.0,25.32
2022,男,台北市,小腸,1.35,28 ,64.36,65.0,2.38
2022,男,台北市,結直腸,42.55,993 ,68.58,69.0,84.37
2022,男,台北市,肝及肝內膽管,22.8,531 ,68.81,69.0,45.11
2022,男,台北市,膽囊及肝外膽管,2.33,60 ,72.08,72.5,5.1
2022,男,台北市,胰,9.0,216 ,69.17,69.5,18.35
2022,男,台北市,後腹膜腔及腹膜,0.44,9 ,61.89,61.0,0.76
2022,男,台北市,消化器官其他分界不明部位,0.08,2 ,81.5,81.5,0.17
2022,男,台北市,鼻腔、中耳及副鼻竇,0.7,16 ,65.63,66.0,1.36
2022,男,台北市,喉,2.63,62 ,67.94,65.0,5.27
2022,男,台北市,肺、支氣管及氣管,41.92,979 ,68.13,69.0,83.18
2022,男,台北市,胸膜,0.28,7 ,73.57,75.0,0.59
2022,男,台北市,胸腺、心臟與中隔,1.79,35 ,61.11,64.0,2.97
2022,男,台北市,骨、關節及關節軟骨,1.48,16 ,40.56,35.0,1.36
2022,男,台北市,結締組織、皮下組織及其他軟組織,2.14,38 ,61.05,67.0,3.23
2022,男,台北市,皮膚,8.96,226 ,73.13,74.0,19.2
2022,男,台北市,男性乳房,0.58,12 ,63.25,65.0,1.02
2022,男,台北市,攝護腺,52.0,"1,349 ",72.21,72.0,114.61
2022,男,台北市,睪丸,4.08,40 ,33.33,29.0,3.4
2022,男,台北市,其他男性生殖器官,0.5,14 ,78.5,81.0,1.19
2022,男,台北市,膀胱,6.48,165 ,72.19,72.0,14.02
2022,男,台北市,腎,9.07,180 ,61.81,65.0,15.29
2022,男,台北市,腎盂及其他泌尿系統,2.75,69 ,70.96,69.0,5.86
2022,男,台北市,眼及淚腺,0.24,3 ,53.67,53.0,0.25
2022,男,台北市,腦,2.53,36 ,52.25,58.5,3.06
2022,男,台北市,其他神經系統,0.42,4 ,29.25,31.0,0.34
2022,男,台北市,甲狀腺,10.9,166 ,50.13,49.0,14.1
2022,男,台北市,其他內分泌腺,1.26,15 ,44.0,49.0,1.27
2022,男,台北市,其他分界不明的部位,0.47,9 ,59.67,55.0,0.76
2022,男,台北市,不明原發部位,0.99,21 ,67.43,69.0,1.78
2022,男,台北市,何杰金氏淋巴瘤,0.93,11 ,41.91,37.0,0.93
2022,男,台北市,白血病,10.86,202 ,63.02,67.0,17.16
2022,男,台北市,非何杰金氏淋巴瘤,10.7,220 ,65.76,68.0,18.69
2022,男,台北市,漿細胞瘤,1.92,48 ,69.56,69.0,4.08
2022,男,台北市,全癌症,300.94,"6,758 ",67.48,69.0,574.16
2022,男,新北市,口腔、口咽及下咽,35.5,"1,135 ",59.21,59.0,58.3
2022,男,新北市,主唾液腺,1.0,31 ,58.32,58.0,1.59
2022,男,新北市,鼻咽,7.28,211 ,53.9,53.0,10.84
2022,男,新北市,食道,13.1,437 ,62.14,62.0,22.45
2022,男,新北市,胃,14.44,489 ,68.54,68.0,25.12
2022,男,新北市,小腸,1.6,48 ,60.42,60.0,2.47
2022,男,新北市,結直腸,50.0,"1,661 ",65.61,66.0,85.32
2022,男,新北市,肝及肝內膽管,31.92,"1,077 ",65.39,66.0,55.32
2022,男,新北市,膽囊及肝外膽管,2.7,95 ,67.74,68.0,4.88
2022,男,新北市,胰,8.79,297 ,65.59,66.0,15.26
2022,男,新北市,後腹膜腔及腹膜,0.54,13 ,57.92,65.0,0.67
2022,男,新北市,消化器官其他分界不明部位,0.13,4 ,63.25,63.0,0.21
2022,男,新北市,鼻腔、中耳及副鼻竇,1.03,33 ,61.79,64.0,1.7
2022,男,新北市,喉,3.34,113 ,64.03,66.0,5.8
2022,男,新北市,肺、支氣管及氣管,48.47,"1,640 ",66.6,67.0,84.24
2022,男,新北市,胸膜,0.35,13 ,69.31,71.0,0.67
2022,男,新北市,胸腺、心臟與中隔,2.36,68 ,56.6,60.0,3.49
2022,男,新北市,骨、關節及關節軟骨,0.81,16 ,42.44,45.0,0.82
2022,男,新北市,結締組織、皮下組織及其他軟組織,2.86,79 ,58.87,62.0,4.06
2022,男,新北市,皮膚,8.2,269 ,68.87,70.0,13.82
2022,男,新北市,男性乳房,0.41,13 ,59.0,56.0,0.67
2022,男,新北市,攝護腺,45.86,"1,634 ",71.25,71.0,83.93
2022,男,新北市,睪丸,3.72,69 ,32.28,29.0,3.54
2022,男,新北市,其他男性生殖器官,0.45,16 ,67.13,70.0,0.82
2022,男,新北市,膀胱,8.66,300 ,70.9,71.0,15.41
2022,男,新北市,腎,8.15,258 ,59.47,61.0,13.25
2022,男,新北市,腎盂及其他泌尿系統,2.98,105 ,68.86,69.0,5.39
2022,男,新北市,眼及淚腺,0.35,7 ,45.14,53.0,0.36
2022,男,新北市,腦,3.02,76 ,52.62,58.0,3.9
2022,男,新北市,其他神經系統,0.29,9 ,58.67,62.0,0.46
2022,男,新北市,甲狀腺,9.56,255 ,49.97,49.0,13.1
2022,男,新北市,其他內分泌腺,1.2,22 ,40.64,44.5,1.13
2022,男,新北市,其他分界不明的部位,0.23,8 ,66.0,63.0,0.41
2022,男,新北市,不明原發部位,1.71,59 ,69.39,68.0,3.03
2022,男,新北市,何杰金氏淋巴瘤,0.93,19 ,44.32,36.0,0.98
2022,男,新北市,白血病,8.49,239 ,59.87,65.0,12.28
2022,男,新北市,非何杰金氏淋巴瘤,10.98,327 ,61.74,65.0,16.8
2022,男,新北市,漿細胞瘤,2.54,87 ,67.53,68.0,4.47
2022,男,新北市,全癌症,344.13,"11,238 ",64.64,66.0,577.23
2022,女,台北市,口腔、口咽及下咽,3.83,94 ,63.73,63.0,7.21
2022,女,台北市,主唾液腺,0.76,16 ,55.69,56.0,1.23
2022,女,台北市,鼻咽,1.42,32 ,59.91,62.0,2.45
2022,女,台北市,食道,0.68,23 ,75.39,74.0,1.76
2022,女,台北市,胃,7.85,230 ,70.21,70.5,17.64
2022,女,台北市,小腸,0.88,25 ,68.16,70.0,1.92
2022,女,台北市,結直腸,30.29,893 ,69.51,70.0,68.5
2022,女,台北市,肝及肝內膽管,9.08,267 ,71.06,73.0,20.48
2022,女,台北市,膽囊及肝外膽管,1.62,53 ,74.21,75.0,4.07
2022,女,台北市,胰,6.94,205 ,70.2,71.0,15.72
2022,女,台北市,後腹膜腔及腹膜,1.72,38 ,62.74,69.5,2.91
2022,女,台北市,消化器官其他分界不明部位,0.03,1 ,71.0,71.0,0.08
2022,女,台北市,鼻腔、中耳及副鼻竇,0.68,12 ,52.17,57.5,0.92
2022,女,台北市,喉,0.08,2 ,59.5,59.5,0.15
2022,女,台北市,肺、支氣管及氣管,47.44,"1,229 ",64.64,65.0,94.27
2022,女,台北市,胸膜,0.16,4 ,63.75,66.5,0.31
2022,女,台北市,胸腺、心臟與中隔,2.01,47 ,60.34,62.0,3.61
2022,女,台北市,骨、關節及關節軟骨,0.51,5 ,39.0,21.0,0.38
2022,女,台北市,結締組織、皮下組織及其他軟組織,2.25,42 ,59.95,63.0,3.22
2022,女,台北市,皮膚,5.95,184 ,71.65,71.0,14.11
2022,女,台北市,女性乳房,104.66,"2,333 ",58.77,58.0,178.96
2022,女,台北市,子宮頸,6.3,133 ,57.6,59.0,10.2
2022,女,台北市,子宮體,21.45,473 ,57.7,57.0,36.28
2022,女,台北市,卵巢、輸卵管及寬韌帶,10.19,215 ,57.53,56.0,16.49
2022,女,台北市,其他女性生殖器官,1.18,33 ,69.33,70.0,2.53
2022,女,台北市,膀胱,2.22,73 ,74.62,78.0,5.6
2022,女,台北市,腎,3.13,82 ,65.32,68.0,6.29
2022,女,台北市,腎盂及其他泌尿系統,2.72,89 ,73.63,74.0,6.83
2022,女,台北市,眼及淚腺,0.12,2 ,56.0,56.0,0.15
2022,女,台北市,腦,2.51,39 ,52.74,62.0,2.99
2022,女,台北市,其他神經系統,0.12,3 ,65.0,64.0,0.23
2022,女,台北市,甲狀腺,29.39,510 ,50.56,50.0,39.12
2022,女,台北市,其他內分泌腺,1.0,19 ,57.89,61.0,1.46
2022,女,台北市,不明原發部位,0.65,20 ,70.95,69.0,1.53
2022,女,台北市,何杰金氏淋巴瘤,1.6,13 ,25.85,25.0,1.0
2022,女,台北市,白血病,6.52,144 ,62.45,65.5,11.05
2022,女,台北市,非何杰金氏淋巴瘤,8.02,207 ,66.25,68.0,15.88
2022,女,台北市,漿細胞瘤,1.34,40 ,69.48,70.0,3.07
2022,女,台北市,全癌症,327.39,"7,834 ",62.59,63.0,600.92
2022,女,新北市,口腔、口咽及下咽,3.84,147 ,64.56,64.0,7.18
2022,女,新北市,主唾液腺,0.78,24 ,56.71,59.0,1.17
