統計期,性別,總計,未滿1~4歲,未滿1歲,1歲,2歲,3歲,4歲,5~9歲,5歲,6歲,7歲,8歲,9歲,10~14歲,10歲,11歲,12歲,13歲,14歲,15~19歲,15歲,16歲,17歲,18歲,19歲,20~24歲,20歲,21歲,22歲,23歲,24歲,25~29歲,25歲,26歲,27歲,28歲,29歲,30~34歲,30歲,31歲,32歲,33歲,34歲,35~39歲,35歲,36歲,37歲,38歲,39歲,40~44歲,40歲,41歲,42歲,43歲,44歲,45~49歲,45歲,46歲,47歲,48歲,49歲,50~54歲,50歲,51歲,52歲,53歲,54歲,55~59歲,55歲,56歲,57歲,58歲,59歲,60~64歲,60歲,61歲,62歲,63歲,64歲,65~69歲,65歲,66歲,67歲,68歲,69歲,70~74歲,70歲,71歲,72歲,73歲,74歲,75~79歲,75歲,76歲,77歲,78歲,79歲,80~84歲,80歲,81歲,82歲,83歲,84歲,85~89歲,85歲,86歲,87歲,88歲,89歲,90~94歲,90歲,91歲,92歲,93歲,94歲,95~99歲,95歲,96歲,97歲,98歲,99歲,100歲以上
103年 8月底,男,1292896,72168,13678,16192,16277,13820,12201,57675,12186,11476,11193,11183,11637,68680,11742,12749,13423,15005,15761,79018,14939,15426,16213,16289,16151,78568,15785,15473,15304,15809,16197,79638,15839,15331,15106,15589,17773,105595,18855,20502,21720,22244,22274,105973,22511,21239,22206,21021,18996,96342,19372,18798,18889,19528,19755,97240,19728,19202,18929,19342,20039,98347,19864,20014,19392,19494,19583,96360,19659,19270,18329,19763,19339,86343,18184,18181,17901,17287,14790,53767,14455,12239,11051,7976,8046,39821,8730,8232,8103,7693,7063,28090,6668,5860,5536,5136,4890,23650,4717,4713,4824,4814,4582,16827,4181,3736,3413,2977,2520,6850,1995,1639,1407,1072,737,1542,553,359,289,180,161,402
103年 8月底,女,1402111,68090,12863,15337,15449,12998,11443,52587,11039,10606,10405,10116,10421,62775,10624,11639,12272,13972,14268,73095,13615,14117,15211,15115,15037,73349,14575,14753,14282,14358,15381,82126,15142,15570,15322,16650,19442,119309,20678,22772,24723,25550,25586,121861,25944,23968,25292,24323,22334,112255,22023,21756,22302,23070,23104,112528,23165,22445,21882,22400,22636,112264,22666,22864,22470,21911,22353,110556,22737,22040,21381,22586,21812,99047,20504,20517,20480,19939,17607,62375,16635,14063,12778,9044,9855,49963,10527,10173,9987,9654,9622,38383,8726,8183,7569,7111,6794,26370,5931,5665,5470,4779,4525,16549,4125,3777,3237,2951,2459,6777,2084,1497,1379,1065,752,1528,517,395,287,185,144,324
103年 9月底,總計,2695649,140921,26908,30949,32182,27357,23525,110403,23327,22086,21666,21406,21918,130653,22406,24104,25571,28266,30306,151592,28676,28766,31686,31423,31041,151776,30378,30272,29545,29966,31615,161161,30704,31245,30508,31990,36714,224596,39370,43114,46346,48130,47636,228596,48500,45889,46608,46435,41164,208435,41555,40573,40977,42446,42884,209431,42946,41881,40492,41609,42503,210606,42648,42811,41886,41296,41965,206841,42198,41414,39319,42748,41162,185628,38631,38655,38510,37279,32553,117310,31630,26474,24041,17734,17431,89831,19195,18447,18103,17391,16695,66796,15553,14089,13195,12101,11858,49991,10655,10346,10294,9483,9213,33539,8327,7588,6678,5841,5105,13711,4092,3132,2832,2121,1534,3095,1071,766,585,366,307,737
103年 9月底,男,1293032,72546,13861,15917,16532,14040,12196,57656,12155,11521,11198,11244,11538,68291,11813,12594,13363,14661,15860,78746,15021,15056,16345,16274,16050,78597,15803,15518,15236,15760,16280,79317,15636,15520,15176,15456,17529,105400,18729,20411,21700,22363,22197,106340,22492,21571,21791,21535,18951,96340,19403,18953,18784,19427,19773,97005,19725,19323,18774,19284,19899,98330,19924,19929,19439,19494,19544,96309,19569,19286,18175,19970,19309,86484,18216,18129,17890,17359,14890,54307,14670,12374,11116,8261,7886,39832,8675,8276,8112,7679,7090,28242,6776,5839,5619,5046,4962,23556,4710,4665,4792,4744,4645,16875,4185,3764,3408,2957,2561,6904,2006,1633,1421,1063,781,1553,552,367,288,189,157,402
103年 9月底,女,1402617,68375,13047,15032,15650,13317,11329,52747,11172,10565,10468,10162,10380,62362,10593,11510,12208,13605,14446,72846,13655,13710,15341,15149,14991,73179,14575,14754,14309,14206,15335,81844,15068,15725,15332,16534,19185,119196,20641,22703,24646,25767,25439,122256,26008,24318,24817,24900,22213,112095,22152,21620,22193,23019,23111,112426,23221,22558,21718,22325,22604,112276,22724,22882,22447,21802,22421,110532,22629,22128,21144,22778,21853,99144,20415,20526,20620,19920,17663,63003,16960,14100,12925,9473,9545,49999,10520,10171,9991,9712,9605,38554,8777,8250,7576,7055,6896,26435,5945,5681,5502,4739,4568,16664,4142,3824,3270,2884,2544,6807,2086,1499,1411,1058,753,1542,519,399,297,177,150,335
103年 10月底,總計,2697644,141506,27324,30012,32957,27977,23236,110446,23518,22093,21725,21463,21647,130151,22515,23804,25601,27575,30656,150948,28763,27952,31948,31120,31165,151685,30343,30242,29626,29821,31653,160328,30238,31752,30426,31666,36246,224021,39495,42745,46068,48507,47206,229636,48768,46704,45372,47757,41035,208670,41967,40590,40698,42351,43064,209212,42628,42174,40270,41572,42568,210583,42317,43101,41968,41079,42118,207017,42246,41310,39908,42083,41470,186450,38752,38491,38591,37776,32840,118292,31863,26719,24238,18652,16820,90163,19201,18626,18085,17381,16870,67119,15579,14179,13211,12242,11908,49999,10655,10297,10264,9588,9195,33650,8288,7569,6758,5921,5114,13876,4122,3189,2832,2188,1545,3146,1086,793,606,365,296,746
103年 10月底,男,1293884,72935,14069,15429,16966,14350,12121,57602,12177,11524,11229,11221,11451,68042,11880,12436,13355,14338,16033,78400,15057,14566,16547,16094,16136,78572,15801,15481,15266,15695,16329,78895,15381,15795,15194,15260,17265,105183,18860,20230,21569,22580,21944,106893,22659,21944,21174,22267,18849,96443,19535,19066,18683,19389,19770,96921,19635,19441,18661,19322,19862,98332,19802,19993,19500,19339,19698,96287,19603,19180,18459,19618,19427,86890,18326,18004,17973,17540,15047,54815,14754,12487,11197,8689,7688,39980,8647,8354,8137,7634,7208,28311,6734,5888,5626,5123,4940,23477,4695,4657,4753,4743,4629,16941,4184,3753,3427,3002,2575,6982,2018,1640,1448,1093,783,1583,571,369,299,189,155,400
103年 10月底,女,1403760,68571,13255,14583,15991,13627,11115,52844,11341,10569,10496,10242,10196,62109,10635,11368,12246,13237,14623,72548,13706,13386,15401,15026,15029,73113,14542,14761,14360,14126,15324,81433,14857,15957,15232,16406,18981,118838,20635,22515,24499,25927,25262,122743,26109,24760,24198,25490,22186,112227,22432,21524,22015,22962,23294,112291,22993,22733,21609,22250,22706,112251,22515,23108,22468,21740,22420,110730,22643,22130,21449,22465,22043,99560,20426,20487,20618,20236,17793,63477,17109,14232,13041,9963,9132,50183,10554,10272,9948,9747,9662,38808,8845,8291,7585,7119,6968,26522,5960,5640,5511,4845,4566,16709,4104,3816,3331,2919,2539,6894,2104,1549,1384,1095,762,1563,515,424,307,176,141,346
103年 11月底,總計,2700091,142136,27595,29330,33435,28542,23234,110582,23523,21920,22023,21567,21549,129396,22456,23519,25643,26855,30923,150686,29119,27262,31827,30925,31553,151598,30356,30170,29521,29799,31752,159632,29862,32356,30421,31125,35868,223798,39477,42656,45776,48447,47442,230711,48751,47019,44525,48973,41443,208240,41655,40682,40756,42099,43048,209025,42847,42144,40225,41627,42182,210710,42634,42995,41872,41140,42069,206968,42215,41479,40080,41897,41297,187521,39145,38523,38514,38194,33145,119496,31988,27234,24380,19264,16630,90222,19069,18593,18126,17430,17004,67414,15717,14197,13320,12262,11918,50133,10804,10182,10334,9625,9188,33923,8367,7599,6765,6015,5177,13977,4120,3224,2833,2219,1581,3173,1099,817,599,361,297,750
103年 11月底,男,1294867,73226,14163,15083,17213,14650,12117,57658,12146,11469,11399,11244,11400,67650,11863,12244,13433,13955,16155,78293,15224,14254,16468,16005,16342,78526,15782,15454,15242,15622,16426,78604,15178,16185,15179,14974,17088,105134,18854,20228,21433,22530,22089,107358,22631,22026,20790,22910,19001,96323,19384,19148,18733,19317,19741,96743,19753,19352,18601,19413,19624,98379,19979,19902,19460,19339,19699,96261,19569,19277,18546,19502,19367,87397,18456,18013,17981,17750,15197,55307,14769,12775,11221,8988,7554,40072,8629,8361,8181,7574,7327,28420,6785,5938,5609,5163,4925,23470,4744,4576,4771,4739,4640,17029,4199,3739,3442,3034,2615,7026,2021,1633,1469,1100,803,1587,569,384,289,193,152,404
103年 11月底,女,1405224,68910,13432,14247,16222,13892,11117,52924,11377,10451,10624,10323,10149,61746,10593,11275,12210,12900,14768,72393,13895,13008,15359,14920,15211,73072,14574,14716,14279,14177,15326,81028,14684,16171,15242,16151,18780,118664,20623,22428,24343,25917,25353,123353,26120,24993,23735,26063,22442,111917,22271,21534,22023,22782,23307,112282,23094,22792,21624,22214,22558,112331,22655,23093,22412,21801,22370,110707,22646,22202,21534,22395,21930,100124,20689,20510,20533,20444,17948,64189,17219,14459,13159,10276,9076,50150,10440,10232,9945,9856,9677,38994,8932,8259,7711,7099,6993,26663,6060,5606,5563,4886,4548,16894,4168,3860,3323,2981,2562,6951,2099,1591,1364,1119,778,1586,530,433,310,168,145,346
103年 12月底,總計,2702315,143254,28420,28714,34033,29049,23038,110705,23602,21755,22204,21556,21588,128836,22362,23451,25543,26134,31346,150084,29053,26807,31804,30696,31724,151655,30439,30136,29765,29449,31866,159329,29542,33068,30433,30636,35650,223964,39613,42508,45871,48351,47621,231803,49040,47436,43615,50127,41585,207951,41596,40868,40580,41904,43003,208584,42917,42057,40037,41819,41754,210733,42816,42938,41878,41233,41868,206727,41913,41762,40035,41785,41232,188163,39114,38648,38287,38395,33719,120816,32096,27646,24848,19463,16763,90105,18793,18745,18040,17451,17076,67536,15772,14228,13388,12240,11908,50074,10783,10207,10214,9709,9161,34009,8383,7600,6696,6072,5258,14049,4051,3310,2845,2246,1597,3192,1109,819,599,359,306,746
103年 12月底,男,1295636,73680,14505,14776,17509,14900,11990,57701,12208,11380,11485,11203,11425,67345,11841,12205,13347,13568,16384,77974,15204,14016,16454,15818,16482,78552,15758,15491,15401,15409,16493,78447,15040,16527,15139,14725,17016,105245,18924,20080,21485,22558,22198,107951,22718,22200,20387,23542,19104,96222,19315,19259,18651,19236,19761,96535,19740,19336,18528,19453,19478,98411,20009,19890,19540,19341,19631,96092,19357,19478,18456,19431,19370,87691,18422,18036,17936,17851,15446,55867,14759,12944,11428,9112,7624,40087,8513,8431,8143,7583,7417,28413,6755,5963,5631,5140,4924,23314,4693,4548,4715,4744,4614,17058,4214,3742,3413,3030,2659,7051,1985,1655,1500,1110,801,1597,565,390,293,194,155,403
103年 12月底,女,1406679,69574,13915,13938,16524,14149,11048,53004,11394,10375,10719,10353,10163,61491,10521,11246,12196,12566,14962,72110,13849,12791,15350,14878,15242,73103,14681,14645,14364,14040,15373,80882,14502,16541,15294,15911,18634,118719,20689,22428,24386,25793,25423,123852,26322,25236,23228,26585,22481,111729,22281,21609,21929,22668,23242,112049,23177,22721,21509,22366,22276,112322,22807,23048,22338,21892,22237,110635,22556,22284,21579,22354,21862,100472,20692,20612,20351,20544,18273,64949,17337,14702,13420,10351,9139,50018,10280,10314,9897,9868,9659,39123,9017,8265,7757,7100,6984,26760,6090,5659,5499,4965,4547,16951,4169,3858,3283,3042,2599,6998,2066,1655,1345,1136,796,1595,544,429,306,165,151,343
104年 1月底,總計,2704133,143951,28692,28228,34445,29326,23260,110575,23455,21709,22329,21508,21574,128170,22351,23178,25543,25849,31249,149964,29212,26618,31440,30752,31942,151637,30366,30259,29746,29391,31875,159050,29372,33528,30414,30299,35437,223699,39674,42151,45699,48389,47786,232498,49011,47846,43165,50731,41745,207680,41495,40982,40357,41774,43072,208409,42816,42273,40260,41434,41626,210603,42768,42876,41938,41201,41820,206504,41626,42175,39978,41580,41145,188696,39446,38374,38410,38573,33893,122241,32540,28020,25315,19961,16405,90066,18690,18692,18081,17539,17064,67929,15792,14396,13501,12326,11914,50153,10870,10203,10109,9724,9247,34134,8436,7610,6770,6040,5278,14171,4105,3335,2820,2289,1622,3248,1148,805,617,380,298,755
104年 1月底,男,1296292,74033,14721,14470,17693,15063,12086,57638,12130,11314,11591,11184,11419,66993,11820,12095,13335,13405,16338,77912,15259,13919,16299,15892,16543,78506,15720,15503,15397,15354,16532,78382,15013,16703,15203,14524,16939,105094,18929,19862,21448,22542,22313,108293,22754,22408,20128,23807,19196,96137,19272,19284,18562,19208,19811,96411,19634,19442,18612,19284,19439,98310,19951,19886,19610,19248,19615,95921,19274,19657,18379,19295,19316,88011,18570,17922,18041,17903,15575,56464,14877,13096,11677,9362,7452,40100,8500,8342,8204,7619,7435,28596,6742,6074,5660,5197,4923,23268,4708,4517,4664,4727,4652,17077,4228,3746,3430,3014,2659,7108,2023,1655,1494,1125,811,1629,579,394,306,203,147,409
104年 1月底,女,1407841,69918,13971,13758,16752,14263,11174,52937,11325,10395,10738,10324,10155,61177,10531,11083,12208,12444,14911,72052,13953,12699,15141,14860,15399,73131,14646,14756,14349,14037,15343,80668,14359,16825,15211,15775,18498,118605,20745,22289,24251,25847,25473,124205,26257,25438,23037,26924,22549,111543,22223,21698,21795,22566,23261,111998,23182,22831,21648,22150,22187,112293,22817,22990,22328,21953,22205,110583,22352,22518,21599,22285,21829,100685,20876,20452,20369,20670,18318,65777,17663,14924,13638,10599,8953,49966,10190,10350,9877,9920,9629,39333,9050,8322,7841,7129,6991,26885,6162,5686,5445,4997,4595,17057,4208,3864,3340,3026,2619,7063,2082,1680,1326,1164,811,1619,569,411,311,177,151,346
104年 2月底,總計,2705113,144301,28584,28350,34185,29740,23442,110584,23317,21750,22429,21593,21495,127404,22286,23012,25601,25458,31047,149762,29426,26580,31208,30976,31572,151641,30542,30241,29851,29342,31665,158948,29725,33473,30339,30292,35119,223160,39489,41955,45493,48525,47698,233187,49210,48034,43141,50777,42025,207387,41530,40913,40371,41660,42913,208160,42864,42263,40637,40886,41510,210353,42976,42556,42049,41464,41308,206349,41869,42400,39379,42061,40640,189809,39538,38840,38251,38503,34677,123231,32110,28612,25471,20863,16175,89886,18510,18676,18157,17417,17126,68255,15958,14503,13523,12346,11925,50131,10886,10191,10105,9737,9212,34219,8439,7603,6800,6048,5329,14280,4181,3340,2801,2301,1657,3301,1175,827,602,402,295,765
104年 2月底,男,1296676,74228,14673,14487,17607,15289,12172,57594,12086,11283,11626,11242,11357,66607,11785,12030,13370,13202,16220,77805,15351,13935,16208,15977,16334,78503,15833,15541,15362,15340,16427,78455,15220,16718,15110,14590,16817,104790,18755,19881,21291,22668,22195,108735,22928,22491,20155,23779,19382,96025,19317,19224,18554,19138,19792,96285,19638,19458,18740,19084,19365,98184,20013,19775,19685,19296,19415,95754,19343,19721,18257,19401,19032,88571,18671,18115,17948,17913,15924,56928,14656,13366,11774,9731,7401,39993,8397,8289,8264,7590,7453,28715,6827,6120,5687,5143,4938,23159,4699,4520,4640,4648,4652,17116,4246,3731,3423,3023,2693,7155,2059,1657,1482,1138,819,1655,584,410,308,210,143,419
104年 2月底,女,1408437,70073,13911,13863,16578,14451,11270,52990,11231,10467,10803,10351,10138,60797,10501,10982,12231,12256,14827,71957,14075,12645,15000,14999,15238,73138,14709,14700,14489,14002,15238,80493,14505,16755,15229,15702,18302,118370,20734,22074,24202,25857,25503,124452,26282,25543,22986,26998,22643,111362,22213,21689,21817,22522,23121,111875,23226,22805,21897,21802,22145,112169,22963,22781,22364,22168,21893,110595,22526,22679,21122,22660,21608,101238,20867,20725,20303,20590,18753,66303,17454,15246,13697,11132,8774,49893,10113,10387,9893,9827,9673,39540,9131,8383,7836,7203,6987,26972,6187,5671,5465,5089,4560,17103,4193,3872,3377,3025,2636,7125,2122,1683,1319,1163,838,1646,591,417,294,192,152,346
104年 3月底,總計,2705958,145132,28863,28504,33952,29943,23870,110280,23120,21612,22441,21571,21536,126838,22210,23015,25561,25363,30689,149584,29439,26868,30860,30875,31542,151456,30639,30272,29862,29347,31336,158978,30298,32981,30504,30301,34894,222610,39247,41673,45606,48464,47620,233678,49219,48176,43629,50169,42485,207234,41610,40907,40360,41534,42823,207969,42754,42311,40841,40699,41364,210125,42802,42594,42248,41417,41064,206206,41770,42824,39405,41383,40824,189755,39777,38671,38305,38478,34524,125251,32781,29211,25825,21463,15971,89685,18284,18784,18163,17366,17088,68480,16095,14599,13549,12354,11883,50098,10960,10263,9943,9779,9153,34208,8401,7691,6744,6072,5300,14314,4156,3412,2791,2270,1685,3310,1195,820,597,402,296,767
104年 3月底,男,1297022,74630,14793,14603,17452,15414,12368,57413,12017,11242,11612,11217,11325,66312,11796,12016,13375,13151,15974,77738,15396,14043,16089,15919,16291,78404,15943,15555,15363,15302,16241,78544,15557,16442,15200,14647,16698,104562,18612,19771,21423,22588,22168,109009,22947,22490,20416,23550,19606,95932,19312,19196,18612,19109,19703,96140,19585,19472,18858,19005,19220,98122,20018,19821,19724,19203,19356,95703,19304,19870,18376,19042,19111,88551,18773,18058,17935,17871,15914,57847,14962,13573,11985,9973,7354,39904,8269,8356,8214,7605,7460,28830,6898,6159,5704,5124,4945,23031,4680,4525,4566,4648,4612,17101,4193,3840,3349,3025,2694,7169,2050,1693,1464,1123,839,1659,586,414,309,213,137,421
104年 3月底,女,1408936,70502,14070,13901,16500,14529,11502,52867,11103,10370,10829,10354,10211,60526,10414,10999,12186,12212,14715,71846,14043,12825,14771,14956,15251,73052,14696,14717,14499,14045,15095,80434,14741,16539,15304,15654,18196,118048,20635,21902,24183,25876,25452,124669,26272,25686,23213,26619,22879,111302,22298,21711,21748,22425,23120,111829,23169,22839,21983,21694,22144,112003,22784,22773,22524,22214,21708,110503,22466,22954,21029,22341,21713,101204,21004,20613,20370,20607,18610,67404,17819,15638,13840,11490,8617,49781,10015,10428,9949,9761,9628,39650,9197,8440,7845,7230,6938,27067,6280,5738,5377,5131,4541,17107,4208,3851,3395,3047,2606,7145,2106,1719,1327,1147,846,1651,609,406,288,189,159,346
104年 4月底,總計,2705949,145451,28823,28636,33585,30177,24230,110045,23020,21571,22440,21611,21403,126345,22238,22846,25640,25301,30320,149323,29463,27151,30446,30746,31517,151297,30576,30288,29870,29462,31101,158724,30565,32545,30609,30437,34568,222217,39128,41466,45451,48186,47986,233841,49004,48298,43956,49831,42752,207229,41805,40798,40456,41423,42747,207739,42527,42577,40749,40594,41292,210125,42688,42460,42458,41346,41173,205946,41516,42803,39757,40920,40950,189833,40059,38742,37997,38485,34550,126778,32152,30734,25636,22387,15869,89686,18225,18827,18148,17411,17075,68694,16109,14812,13545,12348,11880,50109,11042,10259,9854,9807,9147,34046,8342,7697,6716,6154,5137,14438,4259,3450,2769,2256,1704,3319,1203,817,602,404,293,764
104年 4月底,男,1296967,74768,14786,14679,17228,15550,12525,57343,12010,11198,11657,11226,11252,66038,11761,11978,13382,13157,15760,77647,15440,14174,15889,15827,16317,78310,15898,15604,15331,15319,16158,78453,15703,16189,15276,14761,16524,104478,18559,19700,21372,22445,22402,109140,22853,22505,20625,23327,19830,95819,19340,19097,18680,19109,19593,96093,19595,19606,18782,18889,19221,98130,19962,19793,19769,19190,19416,95566,19155,19927,18501,18820,19163,88616,18880,18116,17725,17935,15960,58494,14668,14232,11943,10365,7286,39972,8239,8410,8180,7636,7507,28865,6843,6271,5687,5118,4946,22918,4663,4551,4492,4642,4570,17010,4202,3824,3322,3073,2589,7229,2110,1712,1434,1130,843,1658,587,421,299,213,138,420
104年 4月底,女,1408982,70683,14037,13957,16357,14627,11705,52702,11010,10373,10783,10385,10151,60307,10477,10868,12258,12144,14560,71676,14023,12977,14557,14919,15200,72987,14678,14684,14539,14143,14943,80271,14862,16356,15333,15676,18044,117739,20569,21766,24079,25741,25584,124701,26151,25793,23331,26504,22922,111410,22465,21701,21776,22314,23154,111646,22932,22971,21967,21705,22071,111995,22726,22667,22689,22156,21757,110380,22361,22876,21256,22100,21787,101217,21179,20626,20272,20550,18590,68284,17484,16502,13693,12022,8583,49714,9986,10417,9968,9775,9568,39829,9266,8541,7858,7230,6934,27191,6379,5708,5362,5165,4577,17036,4140,3873,3394,3081,2548,7209,2149,1738,1335,1126,861,1661,616,396,303,191,155,344
104年 5月底,總計,2705921,145758,28688,28842,33361,30268,24599,109607,22809,21473,22371,21615,21339,125701,22295,22761,25471,25223,29951,149008,29396,27426,30095,30689,31402,151229,30676,30223,29973,29434,30923,158659,30802,32299,30698,30596,34264,221928,39047,41380,45330,47978,48193,234102,48930,48410,44230,49281,43251,206935,41862,40740,40359,41420,42554,207707,42687,42528,40795,40492,41205,209982,42594,42380,42379,41508,41121,205872,41360,42664,40202,40579,41067,190691,40141,38879,37738,38398,35535,127326,32352,30255,26095,22613,16011,89708,18091,18961,18209,17456,16991,68896,16142,14870,13630,12410,11844,50042,11032,10260,9867,9785,9098,34107,8420,7684,6762,6065,5176,14546,4292,3508,2711,2306,1729,3350,1212,830,599,423,286,767
104年 5月底,男,1296713,74957,14721,14820,17087,15588,12741,57066,11820,11212,11598,11197,11239,65710,11800,11922,13324,13082,15582,77546,15417,14320,15678,15819,16312,78194,15912,15584,15362,15284,16052,78439,15835,16094,15243,14918,16349,104381,18523,19649,21361,22323,22525,109256,22787,22488,20879,22978,20124,95655,19347,19067,18663,19061,19517,95996,19686,19598,18800,18827,19085,98169,20030,19718,19751,19259,19411,95444,19085,19848,18669,18723,19119,89003,18943,18155,17685,17842,16378,58750,14737,14033,12162,10466,7352,40009,8139,8528,8201,7634,7507,28949,6839,6340,5685,5150,4935,22799,4631,4519,4498,4614,4537,17012,4214,3818,3345,3022,2613,7292,2118,1747,1410,1158,859,1668,589,425,300,218,136,418
104年 5月底,女,1409208,70801,13967,14022,16274,14680,11858,52541,10989,10261,10773,10418,10100,59991,10495,10839,12147,12141,14369,71462,13979,13106,14417,14870,15090,73035,14764,14639,14611,14150,14871,80220,14967,16205,15455,15678,17915,117547,20524,21731,23969,25655,25668,124846,26143,25922,23351,26303,23127,111280,22515,21673,21696,22359,23037,111711,23001,22930,21995,21665,22120,111813,22564,22662,22628,22249,21710,110428,22275,22816,21533,21856,21948,101688,21198,20724,20053,20556,19157,68576,17615,16222,13933,12147,8659,49699,9952,10433,10008,9822,9484,39947,9303,8530,7945,7260,6909,27243,6401,5741,5369,5171,4561,17095,4206,3866,3417,3043,2563,7254,2174,1761,1301,1148,870,1682,623,405,299,205,150,349
104年 6月底,總計,2706030,146282,28693,29032,32964,30552,25041,109473,22700,21405,22434,21561,21373,125099,22360,22551,25419,25219,29550,148725,29340,27455,29976,30702,31252,151093,30727,30244,30100,29404,30618,158575,31089,31829,30946,30905,33806,221290,38903,41149,45088,47779,48371,234478,48809,48571,44452,48971,43675,206858,41983,40591,40399,41435,42450,207616,42585,42510,40857,40442,41222,210006,42711,42279,42227,41655,41134,205627,41334,42360,40443,40438,41052,191540,40272,38910,37877,38180,36301,127925,32419,30312,26093,22855,16246,89539,17939,19009,18113,17457,17021,69069,16208,14945,13595,12447,11874,49952,11069,10209,9851,9780,9043,34150,8421,7711,6799,5974,5245,14618,4314,3510,2712,2337,1745,3353,1218,817,615,412,291,762
104年 6月底,男,1296639,75209,14726,14903,16879,15752,12949,57032,11770,11208,11602,11156,11296,65379,11832,11822,13269,13146,15310,77389,15398,14345,15581,15820,16245,78133,15953,15576,15436,15273,15895,78448,15938,15956,15324,15074,16156,104029,18466,19465,21309,22234,22555,109479,22772,22584,20930,22884,20309,95624,19387,18987,18726,19068,19456,95943,19652,19556,18830,18845,19060,98149,20098,19629,19714,19277,19431,95371,19113,19651,18825,18663,19119,89395,18944,18184,17733,17750,16784,58986,14698,14062,12167,10551,7508,39943,8018,8589,8146,7657,7533,29017,6829,6425,5637,5187,4939,22675,4630,4485,4456,4622,4482,17022,4217,3846,3334,2996,2629,7326,2143,1748,1400,1175,860,1679,593,426,301,211,148,411
104年 6月底,女,1409391,71073,13967,14129,16085,14800,12092,52441,10930,10197,10832,10405,10077,59720,10528,10729,12150,12073,14240,71336,13942,13110,14395,14882,15007,72960,14774,14668,14664,14131,14723,80127,15151,15873,15622,15831,17650,117261,20437,21684,23779,25545,25816,124999,26037,25987,23522,26087,23366,111234,22596,21604,21673,22367,22994,111673,22933,22954,22027,21597,22162,111857,22613,22650,22513,22378,21703,110256,22221,22709,21618,21775,21933,102145,21328,20726,20144,20430,19517,68939,17721,16250,13926,12304,8738,49596,9921,10420,9967,9800,9488,40052,9379,8520,7958,7260,6935,27277,6439,5724,5395,5158,4561,17128,4204,3865,3465,2978,2616,7292,2171,1762,1312,1162,885,1674,625,391,314,201,143,351
104年 7月底,總計,2703444,146746,28552,29411,32342,30853,25588,109184,22587,21265,22350,21533,21449,124159,22271,22519,25192,25139,29038,148333,29273,27648,29533,30838,31041,150744,30726,30130,30132,29411,30345,158389,31404,31401,31117,30998,33469,220279,38631,40825,44807,47650,48366,235068,48634,48743,44924,48408,44359,206278,41780,40634,40432,41170,42262,207572,42514,42440,41001,40402,41215,209498,42509,42059,42400,41487,41043,205279,41273,42025,40729,40099,41153,192156,40472,38566,38197,37954,36967,128373,32348,30434,26005,23136,16450,89498,17855,19001,18033,17611,16998,69101,16220,14918,13637,12489,11837,49850,11044,10228,9880,9706,8992,34198,8464,7728,6795,5922,5289,14628,4320,3496,2661,2370,1781,3340,1203,814,634,413,276,771
104年 7月底,男,1295296,75434,14658,15129,16533,15908,13206,56834,11699,11133,11577,11144,11281,64917,11831,11789,13174,13131,14992,77152,15380,14429,15405,15835,16103,77935,15936,15576,15406,15246,15771,78428,16104,15835,15379,15134,15976,103544,18344,19299,21182,22222,22497,109818,22644,22763,21134,22704,20573,95359,19265,19043,18729,18919,19403,95945,19621,19560,18858,18836,19070,97813,19927,19557,19801,19173,19355,95226,19203,19422,18946,18469,19186,89695,19076,17994,17911,17642,17072,59224,14685,14117,12063,10726,7633,39960,8000,8618,8060,7797,7485,29055,6825,6410,5649,5233,4938,22530,4595,4475,4429,4565,4466,17020,4233,3845,3339,2971,2632,7316,2150,1719,1376,1188,883,1679,584,436,300,214,145,412
104年 7月底,女,1408148,71312,13894,14282,15809,14945,12382,52350,10888,10132,10773,10389,10168,59242,10440,10730,12018,12008,14046,71181,13893,13219,14128,15003,14938,72809,14790,14554,14726,14165,14574,79961,15300,15566,15738,15864,17493,116735,20287,21526,23625,25428,25869,125250,25990,25980,23790,25704,23786,110919,22515,21591,21703,22251,22859,111627,22893,22880,22143,21566,22145,111685,22582,22502,22599,22314,21688,110053,22070,22603,21783,21630,21967,102461,21396,20572,20286,20312,19895,69149,17663,16317,13942,12410,8817,49538,9855,10383,9973,9814,9513,40046,9395,8508,7988,7256,6899,27320,6449,5753,5451,5141,4526,17178,4231,3883,3456,2951,2657,7312,2170,1777,1285,1182,898,1661,619,378,334,199,131,359
104年 8月底,總計,2701571,147070,28280,29716,31694,31327,26053,108988,22511,21326,22155,21597,21399,123195,22189,22533,24931,24950,28592,147736,29281,27804,29097,30681,30873,150383,30735,29981,30125,29428,30114,158125,31580,31122,31304,31079,33040,219299,38227,40620,44379,47470,48603,235476,48360,48781,45435,47592,45308,205850,41319,41136,40298,40853,42244,207405,42352,42435,41131,40305,41182,208996,42188,42105,42361,41375,40967,205299,41442,41814,40847,39345,41851,192457,40738,38296,38224,38004,37195,129623,32362,30893,26046,23578,16744,89350,17657,18920,18114,17678,16981,69258,16247,14965,13601,12650,11795,49869,11177,10186,9822,9705,8979,34252,8498,7671,6868,5940,5275,14779,4388,3562,2660,2375,1794,3397,1245,835,607,436,274,764
