統計期,性別,總計,未滿1~4歲,未滿1歲,1歲,2歲,3歲,4歲,5~9歲,5歲,6歲,7歲,8歲,9歲,10~14歲,10歲,11歲,12歲,13歲,14歲,15~19歲,15歲,16歲,17歲,18歲,19歲,20~24歲,20歲,21歲,22歲,23歲,24歲,25~29歲,25歲,26歲,27歲,28歲,29歲,30~34歲,30歲,31歲,32歲,33歲,34歲,35~39歲,35歲,36歲,37歲,38歲,39歲,40~44歲,40歲,41歲,42歲,43歲,44歲,45~49歲,45歲,46歲,47歲,48歲,49歲,50~54歲,50歲,51歲,52歲,53歲,54歲,55~59歲,55歲,56歲,57歲,58歲,59歲,60~64歲,60歲,61歲,62歲,63歲,64歲,65~69歲,65歲,66歲,67歲,68歲,69歲,70~74歲,70歲,71歲,72歲,73歲,74歲,75~79歲,75歲,76歲,77歲,78歲,79歲,80~84歲,80歲,81歲,82歲,83歲,84歲,85~89歲,85歲,86歲,87歲,88歲,89歲,90~94歲,90歲,91歲,92歲,93歲,94歲,95~99歲,95歲,96歲,97歲,98歲,99歲,100歲以上
104年 8月底,男,1294376,75639,14558,15270,16273,16079,13459,56759,11608,11222,11475,11205,11249,64423,11722,11847,13014,13049,14791,76809,15329,14523,15192,15764,16001,77792,15896,15586,15410,15204,15696,78361,16145,15803,15378,15227,15808,103069,18072,19274,20974,22146,22603,110070,22523,22766,21433,22302,21046,95185,18988,19308,18720,18761,19408,95868,19566,19555,18941,18742,19064,97599,19769,19664,19727,19145,19294,95245,19292,19337,18984,18117,19515,89756,19090,17957,17863,17674,17172,59821,14709,14314,12077,10885,7836,39903,7931,8546,8077,7865,7484,29129,6812,6445,5633,5325,4914,22433,4604,4457,4414,4486,4472,17019,4236,3816,3376,2981,2610,7394,2201,1737,1367,1188,901,1695,603,438,295,221,138,407
104年 8月底,女,1407195,71431,13722,14446,15421,15248,12594,52229,10903,10104,10680,10392,10150,58772,10467,10686,11917,11901,13801,70927,13952,13281,13905,14917,14872,72591,14839,14395,14715,14224,14418,79764,15435,15319,15926,15852,17232,116230,20155,21346,23405,25324,26000,125406,25837,26015,24002,25290,24262,110665,22331,21828,21578,22092,22836,111537,22786,22880,22190,21563,22118,111397,22419,22441,22634,22230,21673,110054,22150,22477,21863,21228,22336,102701,21648,20339,20361,20330,20023,69802,17653,16579,13969,12693,8908,49447,9726,10374,10037,9813,9497,40129,9435,8520,7968,7325,6881,27436,6573,5729,5408,5219,4507,17233,4262,3855,3492,2959,2665,7385,2187,1825,1293,1187,893,1702,642,397,312,215,136,357
104年 9月底,總計,2700115,147474,28019,30046,31086,31756,26567,108967,22353,21519,21985,21636,21474,121845,22030,22572,24366,25016,27861,147527,29541,27936,28261,30883,30906,149911,30542,30024,30114,29365,29866,157822,31584,30828,31571,31092,32747,218398,37697,40339,44102,47355,48905,235962,48082,48774,46115,46616,46375,205334,41088,41283,40276,40633,42054,207246,42372,42467,41363,40006,41038,208690,41978,42185,42266,41377,40884,205199,41433,41659,40924,38918,42265,192613,40796,38189,38254,38146,37228,131341,32498,31406,26196,23773,17468,88894,17181,18829,18165,17697,17022,69433,16310,15116,13619,12762,11626,49905,11331,10186,9794,9720,8874,34387,8578,7706,6937,5963,5203,14938,4479,3591,2663,2415,1790,3460,1282,838,610,457,273,769
104年 9月底,男,1293595,75784,14390,15435,15984,16302,13673,56765,11594,11239,11446,11188,11298,63768,11607,11921,12706,13079,14455,76662,15417,14611,14788,15863,15983,77549,15777,15616,15427,15118,15611,78286,16198,15605,15549,15265,15669,102561,17808,19072,20850,22100,22731,110345,22447,22723,21780,21833,21562,95012,18928,19297,18850,18645,19292,95849,19598,19548,19069,18601,19033,97461,19626,19713,19632,19176,19314,95139,19239,19265,18997,17925,19713,89802,19073,17971,17863,17659,17236,60606,14824,14520,12199,10930,8133,39722,7763,8465,8142,7876,7476,29237,6862,6540,5611,5414,4810,22354,4667,4454,4368,4459,4406,17102,4282,3830,3416,2978,2596,7453,2226,1754,1371,1198,904,1734,632,438,293,228,143,404
104年 9月底,女,1406520,71690,13629,14611,15102,15454,12894,52202,10759,10280,10539,10448,10176,58077,10423,10651,11660,11937,13406,70865,14124,13325,13473,15020,14923,72362,14765,14408,14687,14247,14255,79536,15386,15223,16022,15827,17078,115837,19889,21267,23252,25255,26174,125617,25635,26051,24335,24783,24813,110322,22160,21986,21426,21988,22762,111397,22774,22919,22294,21405,22005,111229,22352,22472,22634,22201,21570,110060,22194,22394,21927,20993,22552,102811,21723,20218,20391,20487,19992,70735,17674,16886,13997,12843,9335,49172,9418,10364,10023,9821,9546,40196,9448,8576,8008,7348,6816,27551,6664,5732,5426,5261,4468,17285,4296,3876,3521,2985,2607,7485,2253,1837,1292,1217,886,1726,650,400,317,229,130,365
104年 10月底,總計,2701514,148215,27798,30572,30129,32517,27199,108928,21983,21845,21837,21711,21552,120780,21769,22760,23914,25180,27157,147229,29894,28078,27466,31199,30592,149983,30684,30009,30092,29471,29727,157604,31662,30373,32117,30989,32463,217638,37185,40486,43724,47030,49213,236639,47711,49000,46875,45361,47692,205172,40873,41691,40275,40326,42007,207136,42567,42133,41684,39762,40990,208515,42045,41825,42583,41430,40632,205237,41654,41682,40837,39463,41601,193373,41097,38352,38063,38213,37648,133121,32778,31607,26404,23940,18392,88377,16547,18824,18341,17670,16995,69833,16474,15134,13708,12729,11788,49972,11374,10164,9749,9670,9015,34437,8550,7671,6951,6012,5253,15064,4492,3612,2716,2398,1846,3506,1276,865,624,467,274,755
104年 10月底,男,1294125,76210,14384,15631,15477,16738,13980,56688,11483,11310,11399,11228,11268,63285,11516,12028,12473,13136,14132,76467,15569,14699,14310,16093,15796,77604,15881,15616,15388,15158,15561,78217,16232,15383,15867,15272,15463,102256,17537,19201,20645,21946,22927,110699,22212,22859,22121,21218,22289,94960,18803,19430,18932,18540,19255,95769,19597,19439,19217,18458,19058,97247,19613,19566,19707,19220,19141,95141,19413,19296,18908,18183,19341,90152,19205,18086,17735,17725,17401,61422,14971,14607,12294,11002,8548,39532,7551,8439,8214,7899,7429,29431,6985,6501,5655,5398,4892,22268,4653,4423,4360,4414,4418,17124,4270,3824,3421,2988,2621,7514,2241,1751,1378,1211,933,1746,621,456,298,231,140,393
104年 10月底,女,1407389,72005,13414,14941,14652,15779,13219,52240,10500,10535,10438,10483,10284,57495,10253,10732,11441,12044,13025,70762,14325,13379,13156,15106,14796,72379,14803,14393,14704,14313,14166,79387,15430,14990,16250,15717,17000,115382,19648,21285,23079,25084,26286,125940,25499,26141,24754,24143,25403,110212,22070,22261,21343,21786,22752,111367,22970,22694,22467,21304,21932,111268,22432,22259,22876,22210,21491,110096,22241,22386,21929,21280,22260,103221,21892,20266,20328,20488,20247,71699,17807,17000,14110,12938,9844,48845,8996,10385,10127,9771,9566,40402,9489,8633,8053,7331,6896,27704,6721,5741,5389,5256,4597,17313,4280,3847,3530,3024,2632,7550,2251,1861,1338,1187,913,1760,655,409,326,236,134,362
104年 11月底,總計,2702809,148680,27722,30790,29445,32939,27784,109041,21939,21879,21529,22038,21656,119731,21716,22747,23550,25309,26409,146877,30188,28380,26784,31128,30397,150291,31075,30038,30037,29444,29697,157436,31800,30010,32780,30965,31881,216746,36814,40464,43585,46700,49183,237399,47925,48995,47122,44474,48883,205066,41237,41390,40326,40393,41720,207238,42527,42343,41599,39705,41064,208221,41613,42095,42498,41369,40646,205220,41618,41634,40971,39622,41375,193797,40890,38753,38091,38082,37981,134743,33088,31695,26902,24063,18995,88034,16306,18721,18277,17709,17021,70175,16589,15275,13706,12807,11798,50075,11387,10272,9646,9713,9057,34614,8525,7752,6976,6032,5329,15141,4521,3611,2742,2400,1867,3540,1285,885,643,455,272,744
104年 11月底,男,1294629,76476,14401,15702,15133,16964,14276,56709,11438,11295,11274,11416,11286,62753,11494,12031,12245,13249,13734,76271,15697,14827,14012,16041,15694,77717,16080,15600,15373,15160,15504,78215,16327,15191,16254,15281,15162,101871,17364,19205,20618,21822,22862,111111,22369,22842,22208,20790,22902,94974,18940,19291,18973,18598,19172,95741,19535,19560,19102,18388,19156,97010,19346,19732,19617,19206,19109,95148,19431,19252,19000,18262,19203,90403,19138,18219,17736,17719,17591,62164,15118,14608,12574,11023,8841,39334,7387,8445,8201,7938,7363,29634,7095,6544,5703,5363,4929,22224,4647,4456,4295,4414,4412,17186,4258,3858,3411,3010,2649,7540,2263,1741,1374,1229,933,1767,637,457,309,221,143,381
104年 11月底,女,1408180,72204,13321,15088,14312,15975,13508,52332,10501,10584,10255,10622,10370,56978,10222,10716,11305,12060,12675,70606,14491,13553,12772,15087,14703,72574,14995,14438,14664,14284,14193,79221,15473,14819,16526,15684,16719,114875,19450,21259,22967,24878,26321,126288,25556,26153,24914,23684,25981,110092,22297,22099,21353,21795,22548,111497,22992,22783,22497,21317,21908,111211,22267,22363,22881,22163,21537,110072,22187,22382,21971,21360,22172,103394,21752,20534,20355,20363,20390,72579,17970,17087,14328,13040,10154,48700,8919,10276,10076,9771,9658,40541,9494,8731,8003,7444,6869,27851,6740,5816,5351,5299,4645,17428,4267,3894,3565,3022,2680,7601,2258,1870,1368,1171,934,1773,648,428,334,234,129,363
104年 12月底,總計,2704810,149643,27783,31224,28814,33507,28315,108917,21701,22046,21307,22203,21660,118868,21775,22670,23435,25249,25739,146766,30672,28358,26384,31187,30165,150573,31297,30147,30004,29730,29395,157350,31905,29662,33487,30922,31374,215939,36518,40528,43378,46538,48977,238221,47998,49188,47551,43503,49981,205010,41404,41340,40473,40253,41540,207390,42479,42432,41583,39590,41306,208151,41161,42366,42461,41409,40754,204969,41468,41350,41280,39572,41299,193831,40816,38744,38275,37850,38146,136418,33620,31764,27295,24523,19216,88017,16454,18444,18428,17642,17049,70435,16678,15353,13742,12879,11783,50039,11385,10248,9668,9608,9130,34697,8540,7792,6978,6005,5382,15251,4573,3557,2820,2405,1896,3579,1313,902,635,459,270,746
104年 12月底,男,1295462,76979,14408,15983,14804,17249,14535,56619,11314,11392,11175,11484,11254,62292,11536,12006,12195,13189,13366,76179,15970,14836,13789,16080,15504,77914,16259,15585,15394,15345,15331,78160,16379,15048,16604,15236,14893,101544,17257,19228,20430,21794,22835,111538,22425,22857,22380,20344,23532,94950,19032,19220,19054,18530,19114,95771,19542,19546,19119,18344,19220,97020,19168,19803,19619,19287,19143,94967,19385,19049,19210,18172,19151,90494,19146,18216,17801,17661,17670,62858,15352,14574,12730,11228,8974,39324,7456,8319,8267,7917,7365,29766,7202,6523,5736,5393,4912,22121,4660,4403,4261,4377,4420,17201,4247,3879,3409,3013,2653,7601,2291,1719,1393,1255,943,1785,650,458,304,225,148,379
104年 12月底,女,1409348,72664,13375,15241,14010,16258,13780,52298,10387,10654,10132,10719,10406,56576,10239,10664,11240,12060,12373,70587,14702,13522,12595,15107,14661,72659,15038,14562,14610,14385,14064,79190,15526,14614,16883,15686,16481,114395,19261,21300,22948,24744,26142,126683,25573,26331,25171,23159,26449,110060,22372,22120,21419,21723,22426,111619,22937,22886,22464,21246,22086,111131,21993,22563,22842,22122,21611,110002,22083,22301,22070,21400,22148,103337,21670,20528,20474,20189,20476,73560,18268,17190,14565,13295,10242,48693,8998,10125,10161,9725,9684,40669,9476,8830,8006,7486,6871,27918,6725,5845,5407,5231,4710,17496,4293,3913,3569,2992,2729,7650,2282,1838,1427,1150,953,1794,663,444,331,234,122,367
105年 1月底,總計,2704974,149936,27641,31459,28277,33964,28595,108902,21766,22018,21169,22328,21621,118321,21750,22659,23204,25232,25476,146269,30583,28486,26185,30838,30177,150696,31547,30031,30123,29663,29332,157080,31891,29433,33958,30862,30936,215020,36237,40564,42988,46296,48935,238735,48205,49115,47846,42999,50570,204716,41523,41215,40556,40002,41420,207319,42562,42318,41763,39786,40890,207865,41075,42253,42368,41474,40695,204752,41449,41046,41683,39504,41070,194006,40736,39053,37962,37968,38287,138285,33757,32188,27671,24965,19704,87676,16102,18341,18390,17706,17137,70776,16682,15332,13922,12994,11846,50011,11416,10295,9662,9509,9129,34827,8633,7813,6955,6074,5352,15364,4598,3593,2857,2394,1922,3672,1351,930,627,470,294,746
105年 1月底,男,1295411,77177,14353,16168,14473,17466,14717,56564,11342,11350,11054,11586,11232,61992,11510,12008,12084,13189,13201,75972,15942,14864,13692,15934,15540,77893,16353,15538,15415,15315,15272,78123,16411,14995,16775,15288,14654,101114,17165,19216,20202,21716,22815,111822,22553,22868,22540,20078,23783,94847,19124,19141,19068,18413,19101,95709,19608,19428,19225,18407,19041,96854,19146,19706,19607,19358,19037,94842,19378,18965,19399,18086,19014,90630,19104,18348,17680,17763,17735,63688,15468,14658,12899,11441,9222,39183,7291,8311,8186,7991,7404,29915,7221,6497,5838,5419,4940,22011,4672,4398,4231,4325,4385,17251,4291,3882,3394,3039,2645,7621,2288,1738,1402,1249,944,1828,668,462,310,230,158,375
105年 1月底,女,1409563,72759,13288,15291,13804,16498,13878,52338,10424,10668,10115,10742,10389,56329,10240,10651,11120,12043,12275,70297,14641,13622,12493,14904,14637,72803,15194,14493,14708,14348,14060,78957,15480,14438,17183,15574,16282,113906,19072,21348,22786,24580,26120,126913,25652,26247,25306,22921,26787,109869,22399,22074,21488,21589,22319,111610,22954,22890,22538,21379,21849,111011,21929,22547,22761,22116,21658,109910,22071,22081,22284,21418,22056,103376,21632,20705,20282,20205,20552,74597,18289,17530,14772,13524,10482,48493,8811,10030,10204,9715,9733,40861,9461,8835,8084,7575,6906,28000,6744,5897,5431,5184,4744,17576,4342,3931,3561,3035,2707,7743,2310,1855,1455,1145,978,1844,683,468,317,240,136,371
105年 2月底,總計,2704410,149997,27397,31547,28364,33657,29032,108977,21819,21872,21113,22473,21700,117651,21654,22556,23075,25259,25107,146082,30342,28710,26123,30634,30273,150487,31236,30184,30065,29632,29370,156999,31669,29743,33812,30831,30944,214104,35872,40281,42831,46091,49029,238768,47986,49434,47981,42918,50449,204887,41870,41179,40550,39884,41404,206986,42408,42340,41619,40246,40373,207984,40982,42333,42143,41555,40971,204449,40839,41379,41881,38898,41452,193817,40293,39118,38420,37721,38265,140259,34522,31769,28202,25179,20587,87207,15862,18130,18401,17792,17022,71055,16703,15504,14022,13021,11805,50044,11461,10302,9646,9478,9157,34770,8584,7801,6924,6102,5359,15394,4643,3609,2863,2384,1895,3745,1387,948,644,461,305,748
105年 2月底,男,1295039,77212,14223,16212,14488,17335,14954,56627,11384,11321,10980,11649,11293,61646,11447,11945,12027,13211,13016,75881,15804,14966,13679,15873,15559,77769,16165,15652,15433,15225,15294,78157,16306,15166,16733,15226,14726,100716,17024,19014,20234,21539,22905,111819,22374,23074,22624,20057,23690,94950,19324,19172,19037,18333,19084,95589,19575,19410,19187,18567,18850,96835,19102,19693,19544,19418,19078,94699,19127,19078,19435,17985,19074,90544,18838,18443,17858,17634,17771,64551,15821,14449,13143,11558,9580,39017,7225,8210,8143,8052,7387,29995,7229,6575,5881,5438,4872,21944,4702,4395,4236,4290,4321,17213,4274,3894,3369,3023,2653,7643,2309,1752,1405,1244,933,1859,680,460,324,233,162,373
105年 2月底,女,1409371,72785,13174,15335,13876,16322,14078,52350,10435,10551,10133,10824,10407,56005,10207,10611,11048,12048,12091,70201,14538,13744,12444,14761,14714,72718,15071,14532,14632,14407,14076,78842,15363,14577,17079,15605,16218,113388,18848,21267,22597,24552,26124,126949,25612,26360,25357,22861,26759,109937,22546,22007,21513,21551,22320,111397,22833,22930,22432,21679,21523,111149,21880,22640,22599,22137,21893,109750,21712,22301,22446,20913,22378,103273,21455,20675,20562,20087,20494,75708,18701,17320,15059,13621,11007,48190,8637,9920,10258,9740,9635,41060,9474,8929,8141,7583,6933,28100,6759,5907,5410,5188,4836,17557,4310,3907,3555,3079,2706,7751,2334,1857,1458,1140,962,1886,707,488,320,228,143,375
105年 3月底,總計,2704495,150277,27608,31488,28547,33446,29188,109039,22140,21730,21066,22419,21684,117490,21695,22617,23127,25049,25002,145522,30076,28588,26378,30259,30221,150469,31162,30274,30080,29685,29268,156894,31309,30369,33365,30931,30920,213378,35671,40090,42408,46231,48978,238911,48022,49364,48081,43457,49987,205123,42247,41236,40552,39962,41126,206793,42325,42196,41788,40270,40214,207810,40848,42256,42073,41751,40882,203997,40708,41219,42249,38942,40879,193949,40390,39338,38220,37880,38121,142244,34359,32411,28848,25462,21164,86801,15673,17950,18436,17782,16960,71242,16687,15564,14128,13035,11828,49988,11394,10377,9715,9337,9165,34725,8494,7762,7042,6031,5396,15362,4622,3586,2926,2352,1876,3743,1391,948,644,459,301,738
105年 3月底,男,1294885,77380,14337,16190,14620,17185,15048,56631,11485,11306,10970,11605,11265,61586,11424,12025,12067,13104,12966,75587,15620,14925,13776,15726,15540,77704,16085,15747,15419,15254,15199,78174,16114,15512,16486,15268,14794,100360,16916,18900,20038,21678,22828,111957,22397,23073,22580,20381,23526,95078,19510,19169,19021,18438,18940,95497,19488,19341,19289,18589,18790,96645,18965,19725,19545,19445,18965,94550,19125,18999,19576,18083,18767,90562,18875,18535,17793,17671,17688,65456,15817,14730,13368,11728,9813,38834,7198,8088,8174,7992,7382,30073,7233,6620,5924,5445,4851,21834,4696,4376,4232,4222,4308,17141,4210,3857,3480,2935,2659,7622,2307,1734,1437,1222,922,1851,687,444,328,234,158,363
105年 3月底,女,1409610,72897,13271,15298,13927,16261,14140,52408,10655,10424,10096,10814,10419,55904,10271,10592,11060,11945,12036,69935,14456,13663,12602,14533,14681,72765,15077,14527,14661,14431,14069,78720,15195,14857,16879,15663,16126,113018,18755,21190,22370,24553,26150,126954,25625,26291,25501,23076,26461,110045,22737,22067,21531,21524,22186,111296,22837,22855,22499,21681,21424,111165,21883,22531,22528,22306,21917,109447,21583,22220,22673,20859,22112,103387,21515,20803,20427,20209,20433,76788,18542,17681,15480,13734,11351,47967,8475,9862,10262,9790,9578,41169,9454,8944,8204,7590,6977,28154,6698,6001,5483,5115,4857,17584,4284,3905,3562,3096,2737,7740,2315,1852,1489,1130,954,1892,704,504,316,225,143,375
105年 4月底,總計,2703829,149990,27455,31449,28723,33037,29326,109233,22464,21539,21063,22428,21739,117156,21537,22647,23133,24927,24912,144947,29763,28555,26656,29843,30130,150618,31136,30223,30097,29756,29406,156740,31084,30652,32898,31074,31032,212268,35349,40005,42124,46128,48662,239047,48352,49140,48164,43813,49578,205412,42511,41419,40394,40068,41020,206658,42307,42038,42025,40200,40088,207618,40797,42121,41926,41945,40829,203728,40782,40978,42260,39281,40427,194075,40495,39611,38307,37566,38096,143761,34350,31752,30337,25267,22055,86678,15571,17876,18487,17772,16972,71419,16663,15563,14326,13040,11827,49960,11367,10453,9716,9215,9209,34732,8497,7687,7056,6015,5477,15305,4494,3681,2934,2327,1869,3755,1394,957,643,456,305,729
105年 4月底,男,1294385,77217,14229,16198,14720,16938,15132,56686,11615,11213,10942,11639,11277,61405,11339,12008,12115,12994,12949,75273,15435,14953,13895,15531,15459,77758,16109,15686,15481,15249,15233,78212,16037,15668,16217,15349,14941,99801,16742,18840,19926,21638,22655,112000,22594,22976,22583,20610,23237,95265,19732,19202,18911,18494,18926,95423,19421,19401,19389,18542,18670,96562,18960,19658,19521,19480,18943,94441,19166,18852,19651,18210,18562,90591,18927,18626,17864,17448,17726,66157,15849,14420,14002,11702,10184,38777,7123,8053,8228,7978,7395,30143,7273,6565,6032,5428,4845,21763,4695,4365,4251,4138,4314,17106,4182,3853,3458,2923,2690,7591,2231,1790,1439,1195,936,1852,683,448,331,230,160,362
105年 4月底,女,1409444,72773,13226,15251,14003,16099,14194,52547,10849,10326,10121,10789,10462,55751,10198,10639,11018,11933,11963,69674,14328,13602,12761,14312,14671,72860,15027,14537,14616,14507,14173,78528,15047,14984,16681,15725,16091,112467,18607,21165,22198,24490,26007,127047,25758,26164,25581,23203,26341,110147,22779,22217,21483,21574,22094,111235,22886,22637,22636,21658,21418,111056,21837,22463,22405,22465,21886,109287,21616,22126,22609,21071,21865,103484,21568,20985,20443,20118,20370,77604,18501,17332,16335,13565,11871,47901,8448,9823,10259,9794,9577,41276,9390,8998,8294,7612,6982,28197,6672,6088,5465,5077,4895,17626,4315,3834,3598,3092,2787,7714,2263,1891,1495,1132,933,1903,711,509,312,226,145,367
